timestamp,beta_l_alpha_l,pnn50,emo,threshold_b_a,threshold_pnn
2024-07-14 22:06:27.777,1.0102976459130104,0.0,Rest,-1.0,-1.0
2024-07-14 22:06:28.777,0.6372293441550879,0.0,Rest,-1.0,-1.0
2024-07-14 22:06:29.778,5.785906094881601,0.0,Rest,-1.0,-1.0
2024-07-14 22:06:30.777,0.19187558702405896,0.0,Rest,-1.0,-1.0
2024-07-14 22:06:31.776,1.5529938059187887,0.0,Rest,-1.0,-1.0
2024-07-14 22:06:32.777,0.201780096906448,0.0,Rest,-1.0,-1.0
2024-07-14 22:06:33.776,1.4458904109589041,0.0,Rest,-1.0,-1.0
2024-07-14 22:06:34.777,0.215779756479469,0.0,Rest,-1.0,-1.0
2024-07-14 22:06:35.777,0.48791988168976513,0.0,Rest,-1.0,-1.0
2024-07-14 22:06:36.778,3.34375,0.0,Rest,-1.0,-1.0
2024-07-14 22:06:37.777,1.8685874474380937,0.0,Happy,1.4873422623927133,0.0
2024-07-14 22:06:38.777,2.3076720966894375,0.0,Happy,1.4873422623927133,0.0
2024-07-14 22:06:39.777,0.23090179962217877,0.0,Relax,1.4873422623927133,0.0
2024-07-14 22:06:40.777,0.2232260916433687,0.0,Relax,1.4873422623927133,0.0
2024-07-14 22:06:41.776,2.01268963561605,0.0,Happy,1.4873422623927133,0.0
2024-07-14 22:06:42.776,0.23941497948149446,0.0,Relax,1.4873422623927133,0.0
2024-07-14 22:06:43.776,1.910894526034713,0.0,Happy,1.4873422623927133,0.0
2024-07-14 22:06:44.776,0.2427943893470167,0.0,Relax,1.4873422623927133,0.0
2024-07-14 22:06:45.778,0.6406229365932802,0.0,Relax,1.4873422623927133,0.0
2024-07-14 22:06:46.777,1.0294854188545117,0.0,Relax,1.4873422623927133,0.0
2024-07-14 22:06:47.777,1.684102707654723,0.0,Happy,1.4873422623927133,0.0
2024-07-14 22:06:48.777,1.0583063194952769,0.0,Relax,1.4873422623927133,0.0
2024-07-14 22:06:49.776,0.40796392169551854,0.0,Relax,1.4873422623927133,0.0
2024-07-14 22:06:50.776,0.3993046664340868,0.0,Relax,1.4873422623927133,0.0
2024-07-14 22:06:51.776,28.736680327868854,0.0,Happy,1.4873422623927133,0.0
2024-07-14 22:06:52.776,0.23458115509086383,0.0,Relax,1.4873422623927133,0.0
2024-07-14 22:06:53.777,0.326204542470789,0.0,Relax,1.4873422623927133,0.0
2024-07-14 22:06:54.777,0.6738296359796767,0.0,Relax,1.4873422623927133,0.0
2024-07-14 22:06:55.777,0.16604093400500586,0.0,Relax,1.4873422623927133,0.0
2024-07-14 22:06:56.777,1.694217790595999,0.0,Happy,1.4873422623927133,0.0
2024-07-14 22:06:57.777,0.5182513956649588,0.0,Relax,1.4873422623927133,0.0
2024-07-14 22:06:58.777,0.620288750945603,0.0,Relax,1.4873422623927133,0.0
2024-07-14 22:06:59.777,0.6544717619131218,0.0,Relax,1.4873422623927133,0.0
2024-07-14 22:07:00.777,0.19789996265623971,0.0,Relax,1.4873422623927133,0.0
2024-07-14 22:07:01.777,0.7339180746622349,0.0,Relax,1.4873422623927133,0.0
2024-07-14 22:07:02.777,2.5236419926822404,0.0,Happy,1.4873422623927133,0.0
2024-07-14 22:07:03.777,1.1572423849643552,0.0,Relax,1.4873422623927133,0.0
2024-07-14 22:07:04.777,13.366186963357118,0.0,Happy,1.4873422623927133,0.0
2024-07-14 22:07:05.777,24.464348042882076,0.0,Happy,1.4873422623927133,0.0
2024-07-14 22:07:06.777,0.2569581562027896,0.0,Relax,1.4873422623927133,0.0
2024-07-14 22:07:07.776,2.5622294372294374,0.0,Happy,1.4873422623927133,0.0
2024-07-14 22:07:08.777,0.500647397462202,0.0,Relax,1.4873422623927133,0.0
2024-07-14 22:07:09.777,0.15613382899628253,0.0,Relax,1.4873422623927133,0.0
2024-07-14 22:07:10.776,0.5258434435765331,0.0,Relax,1.4873422623927133,0.0
2024-07-14 22:07:11.777,3.3185802152742183,0.0,Happy,1.4873422623927133,0.0
2024-07-14 22:07:12.777,1.889752505624872,0.0,Happy,1.4873422623927133,0.0
2024-07-14 22:07:13.777,2.208099017893179,0.0,Happy,1.4873422623927133,0.0
2024-07-14 22:07:14.777,2.37276039798365,0.0,Happy,1.4873422623927133,0.0
2024-07-14 22:07:15.777,0.523137140015125,0.0,Relax,1.4873422623927133,0.0
2024-07-14 22:07:16.776,0.5578105374495934,0.0,Relax,1.4873422623927133,0.0
2024-07-14 22:07:17.777,0.3549043922901453,0.0,Relax,1.4873422623927133,0.0
2024-07-14 22:07:18.777,0.5484019355994981,0.0,Relax,1.4873422623927133,0.0
2024-07-14 22:07:19.777,1.3411070902023858,0.0,Relax,1.4873422623927133,0.0
2024-07-14 22:07:20.777,0.24401887078388868,0.0,Relax,1.4873422623927133,0.0
2024-07-14 22:07:21.777,0.3281055534999495,0.0,Relax,1.4873422623927133,0.0
2024-07-14 22:07:22.776,0.5299049475993176,0.0,Relax,1.4873422623927133,0.0
2024-07-14 22:07:23.777,0.8611661888584382,0.0,Relax,1.4873422623927133,0.0
2024-07-14 22:07:24.777,0.6713551512956066,0.0,Relax,1.4873422623927133,0.0
2024-07-14 22:07:25.777,0.8302031680645756,0.0,Relax,1.4873422623927133,0.0
2024-07-14 22:07:26.777,1.0263771734059588,0.0,Relax,1.4873422623927133,0.0
2024-07-14 22:07:27.777,0.32896920169961347,0.0,Relax,1.4873422623927133,0.0
2024-07-14 22:07:28.777,0.6720740228546473,0.0,Relax,1.4873422623927133,0.0
2024-07-14 22:07:29.777,0.5289966745072593,0.0,Relax,1.4873422623927133,0.0
2024-07-14 22:07:30.777,0.5607694448309447,0.0,Relax,1.4873422623927133,0.0
2024-07-14 22:07:31.777,0.5099267222799767,0.0,Relax,1.4873422623927133,0.0
2024-07-14 22:07:32.777,1.7681504049936836,0.0,Happy,1.4873422623927133,0.0
2024-07-14 22:07:33.777,0.3208357359310015,0.0,Relax,1.4873422623927133,0.0
2024-07-14 22:07:34.777,0.2517032967032967,0.0,Relax,1.4873422623927133,0.0
2024-07-14 22:07:35.777,1.1456736914665078,0.0,Relax,1.4873422623927133,0.0
2024-07-14 22:07:36.776,1.4210362882009437,0.0,Relax,1.4873422623927133,0.0
2024-07-14 22:07:37.777,0.6805008288268702,0.0,Relax,1.4873422623927133,0.0
2024-07-14 22:07:38.777,0.8180055761524548,0.0,Relax,1.4873422623927133,0.0
