timestamp,beta_l_alpha_l,pnn50,emo,threshold_b_a,threshold_pnn
2024-07-14 19:11:57.648,0.716696374251529,0.0,Rest,-1.0,-1.0
2024-07-14 19:11:58.648,0.5758094744104795,0.0,Rest,-1.0,-1.0
2024-07-14 19:11:59.647,0.4226143667494993,0.0,Rest,-1.0,-1.0
2024-07-14 19:12:00.648,1.03580655100493,0.0,Rest,-1.0,-1.0
2024-07-14 19:12:01.648,0.08368979749243946,0.0,Rest,-1.0,-1.0
2024-07-14 19:12:02.648,2.066137147235347,0.0,Rest,-1.0,-1.0
2024-07-14 19:12:03.648,1.3249764912711068,0.0,Rest,-1.0,-1.0
2024-07-14 19:12:04.647,0.4628921934585662,0.0,Rest,-1.0,-1.0
2024-07-14 19:12:05.648,3.2181352425367007,0.0,Rest,-1.0,-1.0
2024-07-14 19:12:06.647,2.4572842679953357,0.0,Rest,-1.0,-1.0
2024-07-14 19:12:07.648,1.8880413042467092,0.0,Rest,-1.0,-1.0
2024-07-14 19:12:08.648,0.4918455174719015,0.0,Rest,-1.0,-1.0
2024-07-14 19:12:09.647,0.3139088455544152,0.2666666805744171,Rest,-1.0,-1.0
2024-07-14 19:12:10.648,2.6772710189463447,0.2666666805744171,Rest,-1.0,-1.0
2024-07-14 19:12:11.648,4.867002836432398,0.2666666805744171,Rest,-1.0,-1.0
2024-07-14 19:12:12.648,0.6657071656840915,0.2666666805744171,Rest,-1.0,-1.0
2024-07-14 19:12:13.647,1.3434906478384738,0.2666666805744171,Rest,-1.0,-1.0
2024-07-14 19:12:14.648,0.8793052597083402,0.2666666805744171,Rest,-1.0,-1.0
2024-07-14 19:12:15.648,0.8867210083926835,0.2666666805744171,Rest,-1.0,-1.0
2024-07-14 19:12:16.647,0.5126629296954144,0.2666666805744171,Rest,-1.0,-1.0
2024-07-14 19:12:17.647,0.3353078845874215,0.23333333432674408,Rest,-1.0,-1.0
2024-07-14 19:12:18.648,0.3657447385951494,0.23333333432674408,Rest,-1.0,-1.0
2024-07-14 19:12:19.648,0.4461939578384798,0.23333333432674408,Rest,-1.0,-1.0
2024-07-14 19:12:20.648,1.311271788120732,0.23333333432674408,Rest,-1.0,-1.0
2024-07-14 19:12:21.647,0.6512429778300762,0.23333333432674408,Rest,-1.0,-1.0
2024-07-14 19:12:22.648,1.1828685212841084,0.23333333432674408,Rest,-1.0,-1.0
2024-07-14 19:12:23.648,0.7633162135236824,0.23333333432674408,Rest,-1.0,-1.0
2024-07-14 19:12:24.648,0.3418060720215152,0.23333333432674408,Rest,-1.0,-1.0
2024-07-14 19:12:25.647,0.5003931220729498,0.23333333432674408,Rest,-1.0,-1.0
2024-07-14 19:12:26.648,0.09446999906125897,0.23333333432674408,Relax,1.0960871238437362,0.14000000357627868
2024-07-14 19:12:27.648,0.28309656381293674,0.23333333432674408,Relax,1.0960871238437362,0.14000000357627868
2024-07-14 19:12:28.648,1.1695906432748537,0.23333333432674408,Happy,1.0960871238437362,0.14000000357627868
2024-07-14 19:12:29.647,1.3928785701498458,0.23333333432674408,Happy,1.0960871238437362,0.14000000357627868
