timestamp,beta_l_alpha_l,pnn50,emo,threshold_b_a,threshold_pnn
2024-07-14 20:00:16.327,0,0.0,Rest,-1.0,-1.0
2024-07-14 20:00:17.326,0,0.0,Rest,-1.0,-1.0
2024-07-14 20:00:18.327,0,0.0,Rest,-1.0,-1.0
2024-07-14 20:00:19.326,0,0.0,Rest,-1.0,-1.0
2024-07-14 20:00:20.326,0,0.0,Rest,-1.0,-1.0
2024-07-14 20:00:21.327,0,0.0,Rest,-1.0,-1.0
2024-07-14 20:00:22.327,0,0.0,Rest,-1.0,-1.0
2024-07-14 20:00:23.326,0,0.0,Rest,-1.0,-1.0
2024-07-14 20:00:24.326,0,0.0,Rest,-1.0,-1.0
2024-07-14 20:00:25.326,0,0.0,Rest,-1.0,-1.0
2024-07-14 20:00:26.327,0,0.0,Rest,-1.0,-1.0
2024-07-14 20:00:27.326,0,0.0,Rest,-1.0,-1.0
2024-07-14 20:00:28.327,0,0.0,Rest,-1.0,-1.0
2024-07-14 20:00:29.327,0,0.0,Rest,-1.0,-1.0
2024-07-14 20:00:30.326,0,0.0,Rest,-1.0,-1.0
2024-07-14 20:00:31.326,0,0.0,Rest,-1.0,-1.0
2024-07-14 20:00:32.327,0,0.0,Rest,-1.0,-1.0
2024-07-14 20:00:33.326,0,0.0,Rest,-1.0,-1.0
2024-07-14 20:00:34.327,0,0.0,Rest,-1.0,-1.0
2024-07-14 20:00:35.326,0,0.0,Rest,-1.0,-1.0
2024-07-14 20:00:36.327,0,0.0,Rest,-1.0,-1.0
2024-07-14 20:00:37.326,0,0.0,Rest,-1.0,-1.0
2024-07-14 20:00:38.326,0,0.0,Rest,-1.0,-1.0
2024-07-14 20:00:39.326,0,0.0,Rest,-1.0,-1.0
2024-07-14 20:00:40.326,0,0.0,Rest,-1.0,-1.0
2024-07-14 20:00:41.326,0,0.0,Rest,-1.0,-1.0
2024-07-14 20:00:42.326,0,0.0,Rest,-1.0,-1.0
2024-07-14 20:00:43.326,0,0.0,Rest,-1.0,-1.0
2024-07-14 20:00:44.326,0,0.0,Rest,-1.0,-1.0
2024-07-14 20:00:45.326,0,0.0,Rest,-1.0,-1.0
2024-07-14 20:00:46.326,0,0.0,Rest,-1.0,-1.0
2024-07-14 20:00:47.326,0,0.0,Rest,-1.0,-1.0
2024-07-14 20:00:48.326,0,0.0,Rest,-1.0,-1.0
