timestamp,beta_l_alpha_l,pnn50,emo,threshold_b_a,threshold_pnn
2024-07-14 15:08:10.583,0,0.0,,-1.0,-1.0
2024-07-14 15:08:11.583,0,0.0,,-1.0,-1.0
2024-07-14 15:08:12.583,0,0.0,,-1.0,-1.0
2024-07-14 15:08:13.583,0,0.0,,-1.0,-1.0
2024-07-14 15:08:14.583,0,0.0,,-1.0,-1.0
2024-07-14 15:08:15.583,0,0.0,,-1.0,-1.0
2024-07-14 15:08:16.583,0,0.0,,-1.0,-1.0
2024-07-14 15:08:17.583,0,0.0,,-1.0,-1.0
2024-07-14 15:08:18.583,0,0.0,,-1.0,-1.0
2024-07-14 15:08:19.583,0,0.0,,-1.0,-1.0
2024-07-14 15:08:20.583,0,0.0,,-1.0,-1.0
2024-07-14 15:08:21.584,0,0.0,,-1.0,-1.0
2024-07-14 15:08:22.583,0,0.0,,-1.0,-1.0
2024-07-14 15:08:23.583,0,0.0,,-1.0,-1.0
2024-07-14 15:08:24.583,0,0.0,,-1.0,-1.0
2024-07-14 15:08:25.583,0,0.0,,-1.0,-1.0
2024-07-14 15:08:26.583,0,0.0,,-1.0,-1.0
2024-07-14 15:08:27.583,0,0.0,,-1.0,-1.0
2024-07-14 15:08:28.583,0,0.0,,-1.0,-1.0
2024-07-14 15:08:29.583,0,0.0,,-1.0,-1.0
2024-07-14 15:08:30.583,0,0.0,,-1.0,-1.0
2024-07-14 15:08:31.583,0,0.0,,-1.0,-1.0
2024-07-14 15:08:32.584,0,0.0,,-1.0,-1.0
2024-07-14 15:08:33.583,0,0.0,,-1.0,-1.0
2024-07-14 15:08:34.583,0,0.0,,-1.0,-1.0
2024-07-14 15:08:35.583,0,0.0,,-1.0,-1.0
2024-07-14 15:08:36.583,0,0.0,,-1.0,-1.0
2024-07-14 15:08:37.583,0,0.0,,-1.0,-1.0
2024-07-14 15:08:38.583,0,0.0,,-1.0,-1.0
2024-07-14 15:08:39.583,0,0.0,,-1.0,-1.0
2024-07-14 15:08:40.583,0,0.0,,-1.0,-1.0
