timestamp,face
2025-01-08 20:16:43.097,initial
2025-01-08 20:16:43.981,initial
2025-01-08 20:16:44.982,initial
2025-01-08 20:16:45.980,initial
2025-01-08 20:16:46.977,initial
2025-01-08 20:16:47.984,initial
2025-01-08 20:16:48.983,initial
2025-01-08 20:16:49.980,initial
2025-01-08 20:16:50.976,initial
2025-01-08 20:16:51.983,initial
2025-01-08 20:16:52.980,initial
2025-01-08 20:16:53.980,initial
2025-01-08 20:16:54.982,initial
2025-01-08 20:16:55.982,initial
2025-01-08 20:16:56.982,initial
2025-01-08 20:16:57.978,initial
2025-01-08 20:16:58.980,initial
2025-01-08 20:16:59.982,initial
2025-01-08 20:17:00.985,initial
2025-01-08 20:17:01.976,initial
2025-01-08 20:17:02.982,initial
2025-01-08 20:17:03.982,initial
2025-01-08 20:17:04.984,initial
2025-01-08 20:17:05.978,initial
2025-01-08 20:17:06.985,initial
2025-01-08 20:17:07.979,initial
2025-01-08 20:17:08.982,initial
2025-01-08 20:17:09.980,initial
2025-01-08 20:17:10.979,initial
2025-01-08 20:17:11.981,initial
2025-01-08 20:17:12.975,initial
2025-01-08 20:17:13.982,initial
2025-01-08 20:17:14.982,initial
2025-01-08 20:17:15.984,initial
2025-01-08 20:17:16.980,initial
2025-01-08 20:17:17.981,initial
2025-01-08 20:17:18.981,initial
2025-01-08 20:17:19.975,initial
2025-01-08 20:17:20.981,initial
2025-01-08 20:17:21.981,initial
2025-01-08 20:17:22.984,initial
2025-01-08 20:17:23.976,initial
2025-01-08 20:17:24.983,initial
2025-01-08 20:17:25.981,initial
2025-01-08 20:17:26.976,initial
2025-01-08 20:17:27.980,initial
2025-01-08 20:17:28.979,initial
2025-01-08 20:17:29.985,initial
2025-01-08 20:17:30.981,initial
2025-01-08 20:17:31.981,initial
2025-01-08 20:17:32.982,initial
2025-01-08 20:17:33.979,initial
2025-01-08 20:17:34.982,initial
2025-01-08 20:17:35.979,initial
2025-01-08 20:17:36.983,initial
2025-01-08 20:17:37.978,initial
2025-01-08 20:17:38.982,initial
2025-01-08 20:17:39.981,initial
2025-01-08 20:17:40.980,initial
2025-01-08 20:17:41.982,initial
2025-01-08 20:17:42.982,initial
2025-01-08 20:17:43.977,initial
2025-01-08 20:17:44.976,initial
2025-01-08 20:17:45.984,initial
2025-01-08 20:17:46.981,initial
2025-01-08 20:17:47.976,initial
2025-01-08 20:17:48.980,initial
2025-01-08 20:17:49.982,initial
2025-01-08 20:17:50.980,initial
2025-01-08 20:17:51.980,initial
2025-01-08 20:17:52.979,initial
2025-01-08 20:17:53.982,initial
2025-01-08 20:17:54.978,initial
2025-01-08 20:17:55.981,initial
2025-01-08 20:17:56.980,initial
2025-01-08 20:17:57.978,initial
2025-01-08 20:17:58.981,initial
2025-01-08 20:17:59.980,initial
2025-01-08 20:18:00.981,initial
2025-01-08 20:18:01.979,initial
2025-01-08 20:18:02.981,initial
2025-01-08 20:18:03.981,initial
2025-01-08 20:18:04.981,initial
2025-01-08 20:18:05.982,initial
2025-01-08 20:18:06.982,initial
2025-01-08 20:18:07.978,initial
2025-01-08 20:18:08.982,initial
2025-01-08 20:18:09.981,initial
2025-01-08 20:18:10.982,initial
2025-01-08 20:18:11.983,initial
