timestamp,face
2024-09-08 17:41:26.783,sadness5
2024-09-08 17:41:36.768,sadness5
2024-09-08 17:41:46.772,sadness5
2024-09-08 17:41:56.770,sadness5
2024-09-08 17:42:06.769,sadness5
2024-09-08 17:42:16.770,sadness5
2024-09-08 17:42:26.774,sadness5
2024-09-08 17:42:36.770,sadness5
2024-09-08 17:42:46.772,sadness5
2024-09-08 17:42:56.769,sadness5
2024-09-08 17:43:06.768,sadness5
2024-09-08 17:43:16.770,sadness5
2024-09-08 17:43:26.774,sadness5
2024-09-08 17:43:36.768,sadness5
2024-09-08 17:43:46.769,sadness5
