timestamp,face
2025-02-14 10:49:11.437,sadness5
2025-02-14 10:49:21.441,sadness5
2025-02-14 10:49:31.438,sadness5
2025-02-14 10:49:41.432,sadness5
2025-02-14 10:49:51.440,sadness5
2025-02-14 10:50:01.438,sadness5
2025-02-14 10:50:11.440,sadness5
2025-02-14 10:50:21.439,sadness5
2025-02-14 10:50:31.444,anger5
2025-02-14 10:50:41.439,anger5
2025-02-14 10:50:46.442,sadness5
2025-02-14 10:50:51.433,anger5
2025-02-14 10:50:56.437,sadness5
2025-02-14 10:51:06.431,sadness5
2025-02-14 10:51:11.437,anger5
2025-02-14 10:51:16.432,sadness5
2025-02-14 10:51:21.437,anger5
2025-02-14 10:51:26.439,sadness5
2025-02-14 10:51:31.437,anger5
2025-02-14 10:51:36.437,sadness5
2025-02-14 10:51:46.437,sadness5
2025-02-14 10:51:56.437,sadness5
2025-02-14 10:52:01.437,anger5
2025-02-14 10:52:06.435,sadness5
2025-02-14 10:52:16.439,sadness5
2025-02-14 10:52:26.436,sadness5
2025-02-14 10:52:36.438,sadness5
2025-02-14 10:52:46.435,sadness5
2025-02-14 10:52:56.437,sadness5
2025-02-14 10:53:06.438,sadness5
2025-02-14 10:53:16.439,sadness5
2025-02-14 10:53:26.438,sadness5
2025-02-14 10:53:36.436,sadness5
2025-02-14 10:53:46.434,sadness5
2025-02-14 10:53:56.433,sadness5
2025-02-14 10:54:06.437,sadness5
2025-02-14 10:54:16.435,sadness5
2025-02-14 10:54:26.437,sadness5
2025-02-14 10:54:36.437,sadness5
2025-02-14 10:54:46.440,anger5
2025-02-14 10:54:51.438,sadness5
2025-02-14 10:55:01.436,sadness5
2025-02-14 10:55:11.441,sadness5
2025-02-14 10:55:21.438,sadness5
2025-02-14 10:55:31.437,sadness5
2025-02-14 10:55:41.434,sadness5
2025-02-14 10:55:51.438,sadness5
2025-02-14 10:56:01.440,sadness5
2025-02-14 10:56:11.434,sadness5
2025-02-14 10:56:21.439,sadness5
2025-02-14 10:56:31.441,sadness5
2025-02-14 10:56:41.438,sadness5
2025-02-14 10:56:51.440,sadness5
2025-02-14 10:57:01.443,sadness5
2025-02-14 10:57:11.439,sadness5
2025-02-14 10:57:16.440,anger5
2025-02-14 10:57:21.438,relax5
2025-02-14 10:57:31.451,relax5
2025-02-14 10:57:41.437,relax5
2025-02-14 10:57:51.445,relax5
2025-02-14 10:57:56.431,happy5
2025-02-14 10:58:01.432,relax5
2025-02-14 10:58:11.441,relax5
2025-02-14 10:58:21.439,relax5
2025-02-14 10:58:31.437,happy5
2025-02-14 10:58:36.438,relax5
2025-02-14 10:58:46.440,happy5
2025-02-14 10:58:51.440,relax5
2025-02-14 10:59:01.439,relax5
2025-02-14 10:59:11.438,relax5
2025-02-14 10:59:21.438,relax5
2025-02-14 10:59:31.437,relax5
2025-02-14 10:59:36.442,happy5
2025-02-14 10:59:41.432,relax5
2025-02-14 10:59:51.436,relax5
2025-02-14 10:59:56.436,happy5
2025-02-14 11:00:01.437,relax5
2025-02-14 11:00:11.437,relax5
2025-02-14 11:00:21.434,relax5
2025-02-14 11:00:31.439,relax5
2025-02-14 11:00:41.437,relax5
2025-02-14 11:00:51.445,happy5
2025-02-14 11:00:56.438,relax5
2025-02-14 11:01:01.439,happy5
2025-02-14 11:01:06.444,relax5
2025-02-14 11:01:16.439,relax5
2025-02-14 11:01:26.440,relax5
2025-02-14 11:01:36.434,relax5
2025-02-14 11:01:46.438,happy5
2025-02-14 11:01:51.433,relax5
2025-02-14 11:01:56.436,happy5
2025-02-14 11:02:01.434,relax5
2025-02-14 11:02:11.434,relax5
2025-02-14 11:02:21.438,relax5
2025-02-14 11:02:26.439,happy5
2025-02-14 11:02:31.436,relax5
2025-02-14 11:02:41.438,relax5
2025-02-14 11:02:51.433,relax5
2025-02-14 11:03:01.434,relax5
2025-02-14 11:03:11.438,relax5
2025-02-14 11:03:21.441,relax5
2025-02-14 11:03:31.436,relax5
2025-02-14 11:03:41.438,relax5
2025-02-14 11:03:51.435,relax5
2025-02-14 11:04:01.443,relax5
2025-02-14 11:04:11.437,happy5
2025-02-14 11:04:16.436,relax5
2025-02-14 11:04:26.441,happy5
2025-02-14 11:04:31.436,relax5
2025-02-14 11:04:41.437,happy5
2025-02-14 11:04:46.436,relax5
2025-02-14 11:04:56.441,relax5
2025-02-14 11:05:06.441,relax5
2025-02-14 11:05:16.438,happy5
2025-02-14 11:05:21.432,relax5
2025-02-14 11:05:31.446,relax5
2025-02-14 11:05:41.441,happy5
2025-02-14 11:05:46.442,relax5
2025-02-14 11:05:56.439,relax5
2025-02-14 11:06:01.437,happy5
2025-02-14 11:06:06.432,relax5
2025-02-14 11:06:16.439,relax5
2025-02-14 11:06:26.438,relax5
2025-02-14 11:06:36.440,relax5
2025-02-14 11:06:46.437,relax5
2025-02-14 11:06:56.443,relax5
2025-02-14 11:07:06.435,happy5
2025-02-14 11:07:11.439,relax5
2025-02-14 11:07:21.433,relax5
2025-02-14 11:07:31.437,relax5
2025-02-14 11:07:36.437,happy5
2025-02-14 11:07:46.439,happy5
2025-02-14 11:07:51.439,relax5
2025-02-14 11:08:01.439,relax5
2025-02-14 11:08:11.442,relax5
2025-02-14 11:08:21.439,relax5
2025-02-14 11:08:26.443,happy5
2025-02-14 11:08:31.442,relax5
2025-02-14 11:08:41.439,relax5
2025-02-14 11:08:51.445,happy5
2025-02-14 11:09:01.433,relax5
2025-02-14 11:09:11.440,relax5
2025-02-14 11:09:21.441,relax5
2025-02-14 11:09:31.431,relax5
2025-02-14 11:09:41.437,happy5
2025-02-14 11:09:51.442,happy5
2025-02-14 11:09:56.433,relax5
2025-02-14 11:10:06.441,relax5
2025-02-14 11:10:16.437,relax5
2025-02-14 11:10:26.433,happy5
2025-02-14 11:10:36.438,relax5
2025-02-14 11:10:46.434,relax5
2025-02-14 11:10:51.431,happy5
2025-02-14 11:10:56.437,relax5
2025-02-14 11:11:06.438,relax5
2025-02-14 11:11:16.441,relax5
2025-02-14 11:11:26.444,relax5
2025-02-14 11:11:36.435,relax5
2025-02-14 11:11:46.440,relax5
2025-02-14 11:11:56.438,relax5
2025-02-14 11:12:06.437,relax5
2025-02-14 11:12:16.437,relax5
2025-02-14 11:12:26.437,relax5
2025-02-14 11:12:36.435,relax5
2025-02-14 11:12:46.439,relax5
2025-02-14 11:12:56.438,relax5
2025-02-14 11:13:06.435,relax5
2025-02-14 11:13:16.438,relax5
2025-02-14 11:13:26.437,relax5
2025-02-14 11:13:36.442,relax5
2025-02-14 11:13:46.440,relax5
2025-02-14 11:13:56.437,relax5
2025-02-14 11:14:06.437,relax5
2025-02-14 11:14:16.439,relax5
2025-02-14 11:14:26.439,relax5
2025-02-14 11:14:36.438,relax5
2025-02-14 11:14:46.436,relax5
2025-02-14 11:14:56.440,relax5
2025-02-14 11:15:06.438,relax5
2025-02-14 11:15:16.437,relax5
2025-02-14 11:15:26.437,relax5
2025-02-14 11:15:36.438,relax5
2025-02-14 11:15:46.438,relax5
2025-02-14 11:15:56.440,relax5
2025-02-14 11:16:06.439,relax5
2025-02-14 11:16:16.443,relax5
2025-02-14 11:16:26.438,relax5
2025-02-14 11:16:36.443,relax5
2025-02-14 11:16:46.437,relax5
2025-02-14 11:16:56.437,relax5
2025-02-14 11:17:06.437,relax5
2025-02-14 11:17:16.438,relax5
2025-02-14 11:17:26.434,relax5
2025-02-14 11:17:36.437,relax5
2025-02-14 11:17:46.441,relax5
2025-02-14 11:17:56.437,relax5
2025-02-14 11:18:06.437,relax5
2025-02-14 11:18:16.439,relax5
2025-02-14 11:18:26.440,relax5
2025-02-14 11:18:36.439,relax5
2025-02-14 11:18:46.441,relax5
2025-02-14 11:18:56.437,relax5
2025-02-14 11:19:06.439,relax5
2025-02-14 11:19:16.438,relax5
2025-02-14 11:19:26.442,relax5
2025-02-14 11:19:36.439,relax5
2025-02-14 11:19:46.439,relax5
2025-02-14 11:19:56.439,relax5
2025-02-14 11:20:06.440,relax5
2025-02-14 11:20:16.436,relax5
2025-02-14 11:20:26.432,relax5
2025-02-14 11:20:36.436,relax5
2025-02-14 11:20:46.438,relax5
2025-02-14 11:20:56.438,relax5
2025-02-14 11:21:06.438,relax5
2025-02-14 11:21:16.438,relax5
2025-02-14 11:21:26.438,relax5
2025-02-14 11:21:36.433,relax5
