timestamp,face
2025-05-21 18:20:06.327,sadness3
2025-05-21 18:21:50.437,sadness5
2025-05-21 18:21:53.541,sadness5
2025-05-21 18:21:57.365,sadness5
2025-05-21 18:22:00.451,sadness5
2025-05-21 18:22:03.544,sadness5
2025-05-21 18:22:07.368,sadness5
2025-05-21 18:22:10.458,sadness5
2025-05-21 18:22:13.533,sadness5
2025-05-21 18:22:17.364,sadness5
2025-05-21 18:22:20.459,sadness5
2025-05-21 18:22:23.540,sadness5
2025-05-21 18:22:27.358,sadness5
2025-05-21 18:22:30.443,sadness5
2025-05-21 18:22:33.527,sadness5
2025-05-21 18:22:37.360,sadness5
2025-05-21 18:22:40.443,sadness5
2025-05-21 18:22:43.560,sadness5
2025-05-21 18:22:47.364,sadness5
2025-05-21 18:22:50.438,sadness5
2025-05-21 18:22:53.537,sadness5
2025-05-21 18:22:57.360,sadness5
2025-05-21 18:23:00.440,sadness5
2025-05-21 18:23:03.538,sadness5
2025-05-21 18:23:07.363,sadness5
2025-05-21 18:23:10.457,sadness5
2025-05-21 18:23:13.538,sadness5
2025-05-21 18:23:17.367,sadness5
2025-05-21 18:23:20.451,sadness5
2025-05-21 18:23:23.536,sadness5
2025-05-21 18:23:27.354,sadness5
2025-05-21 18:23:30.451,sadness5
2025-05-21 18:23:33.540,sadness5
2025-05-21 18:23:37.359,sadness5
2025-05-21 18:23:40.449,sadness5
2025-05-21 18:23:43.536,sadness5
2025-05-21 18:23:47.369,sadness5
2025-05-21 18:23:50.445,sadness5
2025-05-21 18:23:53.539,sadness5
2025-05-21 18:23:57.366,sadness5
2025-05-21 18:24:00.458,sadness5
2025-05-21 18:24:03.535,sadness5
2025-05-21 18:24:07.357,sadness5
2025-05-21 18:24:10.454,sadness5
2025-05-21 18:24:13.546,sadness5
2025-05-21 18:24:17.364,sadness5
2025-05-21 18:24:20.452,sadness5
2025-05-21 18:24:23.537,sadness5
2025-05-21 18:24:27.370,sadness5
2025-05-21 18:24:30.444,sadness5
2025-05-21 18:24:33.531,sadness5
2025-05-21 18:24:37.353,sadness5
2025-05-21 18:24:40.448,sadness5
2025-05-21 18:24:43.536,sadness5
2025-05-21 18:24:47.373,sadness5
2025-05-21 18:24:50.453,sadness5
2025-05-21 18:24:53.540,sadness5
2025-05-21 18:24:57.366,sadness5
2025-05-21 18:25:00.443,sadness5
2025-05-21 18:25:03.538,sadness5
2025-05-21 18:25:07.360,sadness5
2025-05-21 18:25:10.453,sadness5
2025-05-21 18:25:13.530,sadness5
2025-05-21 18:25:17.355,sadness5
2025-05-21 18:25:20.452,sadness5
2025-05-21 18:25:23.547,sadness5
2025-05-21 18:25:27.359,sadness5
2025-05-21 18:25:30.453,sadness5
2025-05-21 18:25:33.546,sadness5
2025-05-21 18:25:37.368,sadness5
2025-05-21 18:25:40.445,sadness5
2025-05-21 18:25:43.532,sadness5
2025-05-21 18:25:47.354,sadness5
2025-05-21 18:25:50.452,sadness5
2025-05-21 18:25:53.534,sadness5
2025-05-21 18:25:57.366,sadness5
2025-05-21 18:26:00.470,sadness5
2025-05-21 18:26:03.535,sadness5
2025-05-21 18:26:07.367,sadness5
2025-05-21 18:26:10.452,sadness5
2025-05-21 18:26:13.533,sadness5
2025-05-21 18:26:17.366,sadness5
2025-05-21 18:26:20.443,sadness5
2025-05-21 18:26:23.536,sadness5
2025-05-21 18:26:27.369,sadness5
2025-05-21 18:26:30.448,sadness5
2025-05-21 18:26:33.538,sadness5
2025-05-21 18:26:37.358,sadness5
2025-05-21 18:26:40.443,sadness5
2025-05-21 18:26:43.538,sadness5
2025-05-21 18:26:47.320,sadness5
2025-05-21 18:26:48.307,sadness5
2025-05-21 18:26:49.480,sadness5
2025-05-21 18:26:50.477,sadness5
2025-05-21 18:26:52.319,sadness5
2025-05-21 18:26:53.312,sadness5
2025-05-21 18:26:54.448,sadness5
2025-05-21 18:26:55.457,sadness5
2025-05-21 18:26:57.315,sadness5
2025-05-21 18:26:58.341,sadness5
2025-05-21 18:26:59.459,sadness5
2025-05-21 18:27:00.467,sadness5
2025-05-21 18:27:02.322,sadness5
2025-05-21 18:27:03.314,sadness5
2025-05-21 18:27:04.514,sadness5
2025-05-21 18:27:07.534,sadness5
2025-05-21 18:27:11.377,sadness5
2025-05-21 18:27:14.452,sadness5
2025-05-21 18:27:17.383,sadness5
2025-05-21 18:27:17.447,sadness5
2025-05-21 18:27:19.536,sadness5
2025-05-21 18:27:19.775,sadness5
