timestamp,face
2024-09-08 20:48:48.398,sadness5
2024-09-08 20:48:58.383,sadness5
2024-09-08 20:49:08.378,sadness5
2024-09-08 20:49:18.382,sadness5
2024-09-08 20:49:23.383,relax5
2024-09-08 20:49:33.377,relax5
2024-09-08 20:49:43.386,relax5
2024-09-08 20:49:48.381,happy5
2024-09-08 20:49:53.381,relax5
2024-09-08 20:50:03.379,relax5
2024-09-08 20:50:13.379,relax5
2024-09-08 20:50:23.382,relax5
2024-09-08 20:50:33.378,relax5
2024-09-08 20:50:38.379,happy5
2024-09-08 20:50:43.378,relax5
2024-09-08 20:50:53.378,happy5
2024-09-08 20:50:58.380,relax5
2024-09-08 20:51:08.384,relax5
2024-09-08 20:51:18.378,relax5
2024-09-08 20:51:28.378,relax5
2024-09-08 20:51:38.383,relax5
2024-09-08 20:51:48.378,relax5
2024-09-08 20:51:58.380,relax5
2024-09-08 20:52:08.380,relax5
2024-09-08 20:52:18.379,relax5
2024-09-08 20:52:23.382,happy5
2024-09-08 20:52:28.379,relax5
2024-09-08 20:52:38.379,relax5
2024-09-08 20:52:48.385,relax5
