timestamp,motion
2023-11-22 06:14:39.666,"LR,0.2,2.0,0.2,0"
2023-11-22 06:14:49.662,"LR,0.4,2.0,0.6,0"
2023-11-22 06:14:54.667,"LR,0.2,2.0,0.2,0"
2023-11-22 06:15:04.669,"LR,0.2,2.0,0.2,0"
2023-11-22 06:15:14.664,"LR,0.2,2.0,0.2,0"
2023-11-22 06:15:19.668,"LR,0.2,2.0,0.6,0"
2023-11-22 06:15:24.674,"LR,0.0,2.0,0.3,0"
2023-11-22 06:15:29.669,"LR,0.2,2.0,0.6,0"
2023-11-22 06:15:34.676,"LR,0.0,2.0,0.3,0"
2023-11-22 06:15:44.665,"LR,0.2,2.0,0.6,0"
2023-11-22 06:15:49.671,"LR,0.0,2.0,0.3,0"
2023-11-22 06:15:59.671,"LR,0.2,2.0,0.6,0"
2023-11-22 06:16:09.670,"LR,0.2,2.0,0.6,0"
2023-11-22 06:16:14.662,"LR,0.0,2.0,0.3,0"
2023-11-22 06:16:24.673,"LR,0.2,2.0,0.6,0"
2023-11-22 06:16:29.662,"LR,0.0,2.0,0.3,0"
2023-11-22 06:16:34.661,"LR,0.2,2.0,0.6,0"
2023-11-22 06:16:39.672,"LR,0.0,2.0,0.3,0"
2023-11-22 06:16:44.662,"LR,0.2,2.0,0.6,0"
2023-11-22 06:16:54.669,"LR,0.0,2.0,0.3,0"
2023-11-22 06:16:59.671,"LR,0.2,2.0,0.6,0"
2023-11-22 06:17:04.666,"LR,0.0,2.0,0.3,0"
2023-11-22 06:17:09.672,"LR,0.2,2.0,0.6,0"
2023-11-22 06:17:19.670,"LR,0.2,2.0,0.6,0"
2023-11-22 06:17:24.667,"LR,0.0,2.0,0.3,0"
2023-11-22 06:17:34.669,"LR,0.2,2.0,0.6,0"
2023-11-22 06:17:39.670,"LR,0.0,2.0,0.3,0"
2023-11-22 06:17:49.665,"LR,0.0,2.0,0.3,0"
2023-11-22 06:17:59.664,"LR,0.0,2.0,0.3,0"
2023-11-22 06:18:04.669,"LR,0.2,2.0,0.6,0"
2023-11-22 06:18:14.665,"LR,0.2,2.0,0.6,0"
2023-11-22 06:18:19.670,"LR,0.0,2.0,0.3,0"
2023-11-22 06:18:29.663,"LR,0.2,2.0,0.6,0"
2023-11-22 06:18:34.667,"LR,0.0,2.0,0.3,0"
2023-11-22 06:18:39.666,"LR,0.2,2.0,0.6,0"
2023-11-22 06:18:49.662,"LR,0.0,2.0,0.3,0"
2023-11-22 06:18:59.665,"LR,0.0,2.0,0.3,0"
2023-11-22 06:19:04.671,"LR,0.2,2.0,0.6,0"
2023-11-22 06:19:09.663,"LR,0.0,2.0,0.3,0"
2023-11-22 06:19:14.667,"LR,0.2,2.0,0.6,0"
2023-11-22 06:19:24.670,"LR,0.0,2.0,0.3,0"
2023-11-22 06:19:34.682,"LR,0.2,2.0,0.6,0"
2023-11-22 06:19:44.666,"LR,0.2,2.0,0.6,0"
2023-11-22 06:19:49.677,"LR,0.0,2.0,0.3,0"
2023-11-22 06:19:59.680,"LR,0.0,2.0,0.3,0"
2023-11-22 06:20:04.673,"LR,0.2,2.0,0.6,0"
2023-11-22 06:20:09.671,"LR,0.0,2.0,0.3,0"
2023-11-22 06:20:14.670,"LR,0.2,2.0,0.6,0"
2023-11-22 06:20:19.671,"LR,0.0,2.0,0.3,0"
2023-11-22 06:20:29.662,"LR,0.2,2.0,0.6,0"
2023-11-22 06:20:39.666,"LR,0.0,2.0,0.3,0"
2023-11-22 06:20:49.675,"LR,0.0,2.0,0.3,0"
2023-11-22 06:20:59.663,"LR,0.2,2.0,0.6,0"
2023-11-22 06:21:09.683,"LR,0.2,2.0,0.6,0"
2023-11-22 06:21:14.677,"LR,0.0,2.0,0.3,0"
2023-11-22 06:21:24.674,"LR,0.2,2.0,0.6,0"
2023-11-22 06:21:29.680,"LR,0.0,2.0,0.3,0"
2023-11-22 06:21:39.681,"LR,0.2,2.0,0.6,0"
2023-11-22 06:21:44.664,"LR,0.0,2.0,0.3,0"
2023-11-22 06:21:54.671,"LR,0.2,2.0,0.6,0"
2023-11-22 06:21:59.673,"LR,0.0,2.0,0.3,0"
2023-11-22 06:22:09.676,"LR,0.2,2.0,0.6,0"
2023-11-22 06:22:14.672,"LR,0.0,2.0,0.3,0"
2023-11-22 06:22:24.662,"LR,0.0,2.0,0.3,0"
2023-11-22 06:22:29.661,"LR,0.2,2.0,0.6,0"
2023-11-22 06:22:34.669,"LR,0.0,2.0,0.3,0"
2023-11-22 06:22:44.661,"LR,0.2,2.0,0.6,0"
2023-11-22 06:22:54.663,"LR,0.0,2.0,0.3,0"
