timestamp,motion
2024-09-08 20:48:48.401,"LR,0.2,2.0,0.2,0"
2024-09-08 20:48:58.403,"LR,0.2,2.0,0.2,0"
2024-09-08 20:49:08.395,"LR,0.2,2.0,0.2,0"
2024-09-08 20:49:18.393,"LR,0.2,2.0,0.2,0"
2024-09-08 20:49:23.388,"LR,0.0,2.0,0.3,0"
2024-09-08 20:49:33.389,"LR,0.0,2.0,0.3,0"
2024-09-08 20:49:43.393,"LR,0.0,2.0,0.3,0"
2024-09-08 20:49:48.398,"LR,0.2,2.0,0.6,0"
2024-09-08 20:49:53.388,"LR,0.0,2.0,0.3,0"
2024-09-08 20:50:03.391,"LR,0.0,2.0,0.3,0"
2024-09-08 20:50:13.394,"LR,0.0,2.0,0.3,0"
2024-09-08 20:50:23.396,"LR,0.0,2.0,0.3,0"
2024-09-08 20:50:33.393,"LR,0.0,2.0,0.3,0"
2024-09-08 20:50:38.393,"LR,0.2,2.0,0.6,0"
2024-09-08 20:50:43.390,"LR,0.0,2.0,0.3,0"
2024-09-08 20:50:53.389,"LR,0.2,2.0,0.6,0"
2024-09-08 20:50:58.395,"LR,0.0,2.0,0.3,0"
2024-09-08 20:51:08.396,"LR,0.0,2.0,0.3,0"
2024-09-08 20:51:18.387,"LR,0.0,2.0,0.3,0"
2024-09-08 20:51:28.385,"LR,0.0,2.0,0.3,0"
2024-09-08 20:51:38.396,"LR,0.0,2.0,0.3,0"
2024-09-08 20:51:48.388,"LR,0.0,2.0,0.3,0"
2024-09-08 20:51:58.383,"LR,0.0,2.0,0.3,0"
2024-09-08 20:52:08.388,"LR,0.0,2.0,0.3,0"
2024-09-08 20:52:18.400,"LR,0.0,2.0,0.3,0"
2024-09-08 20:52:23.387,"LR,0.2,2.0,0.6,0"
2024-09-08 20:52:28.395,"LR,0.0,2.0,0.3,0"
2024-09-08 20:52:38.395,"LR,0.0,2.0,0.3,0"
2024-09-08 20:52:48.386,"LR,0.0,2.0,0.3,0"
