timestamp,motion
2025-05-22 17:47:40.423,"LR,0.0,2.0,0.3,0"
2025-05-22 17:47:40.958,"LR,0.2,2.0,0.6,0"
2025-05-22 17:47:41.416,"LR,0.2,2.0,0.6,0"
2025-05-22 17:47:41.573,"LR,0.2,2.0,0.6,0"
2025-05-22 17:47:43.417,"LR,0.2,2.0,0.6,0"
2025-05-22 17:47:43.956,"LR,0.0,2.0,0.3,0"
2025-05-22 17:47:44.408,"LR,0.0,2.0,0.3,0"
2025-05-22 17:47:44.575,"LR,0.0,2.0,0.3,0"
2025-05-22 17:47:46.404,"LR,0.0,2.0,0.3,0"
2025-05-22 17:47:46.574,"LR,0.0,2.0,0.3,0"
2025-05-22 17:47:47.405,"LR,0.0,2.0,0.3,0"
2025-05-22 17:47:48.961,"LR,0.2,2.0,0.6,0"
2025-05-22 17:47:49.405,"LR,0.2,2.0,0.6,0"
2025-05-22 17:47:49.572,"LR,0.2,2.0,0.2,0"
2025-05-22 17:47:50.402,"LR,0.2,2.0,0.2,0"
2025-05-22 17:47:50.410,"LR,0.2,2.0,0.2,0"
2025-05-22 17:47:52.403,"LR,0.2,2.0,0.2,0"
2025-05-22 17:47:52.574,"LR,0.4,2.0,0.6,0"
2025-05-22 17:47:52.954,"LR,0.4,2.0,0.6,0"
2025-05-22 17:47:53.405,"LR,0.4,2.0,0.6,0"
2025-05-22 17:47:54.573,"LR,0.2,2.0,0.2,0"
2025-05-22 17:47:55.418,"LR,0.2,2.0,0.2,0"
2025-05-22 17:47:55.425,"LR,0.2,2.0,0.2,0"
2025-05-22 17:47:55.959,"LR,0.4,2.0,0.6,0"
2025-05-22 17:47:56.427,"LR,0.4,2.0,0.6,0"
2025-05-22 17:47:56.578,"LR,0.4,2.0,0.6,0"
2025-05-22 17:47:57.572,"LR,0.2,2.0,0.2,0"
2025-05-22 17:47:57.954,"LR,0.2,2.0,0.2,0"
2025-05-22 17:47:58.408,"LR,0.2,2.0,0.2,0"
2025-05-22 17:48:00.399,"LR,0.2,2.0,0.2,0"
2025-05-22 17:48:00.423,"LR,0.2,2.0,0.2,0"
2025-05-22 17:48:00.952,"LR,0.2,2.0,0.2,0"
2025-05-22 17:48:02.586,"LR,0.2,2.0,0.2,0"
2025-05-22 17:48:02.956,"LR,0.2,2.0,0.2,0"
2025-05-22 17:48:03.408,"LR,0.2,2.0,0.2,0"
2025-05-22 17:48:05.406,"LR,0.2,2.0,0.2,0"
2025-05-22 17:48:05.421,"LR,0.2,2.0,0.2,0"
2025-05-22 17:48:05.951,"LR,0.4,2.0,0.6,0"
