timestamp,motion
2024-09-07 22:20:37.903,"LR,0.0,2.0,0.3,0"
2024-09-07 22:20:47.898,"LR,0.2,2.0,0.6,0"
2024-09-07 22:20:57.911,"LR,0.2,2.0,0.6,0"
2024-09-07 22:21:02.907,"LR,0.0,2.0,0.3,0"
2024-09-07 22:21:07.910,"LR,0.2,2.0,0.6,0"
2024-09-07 22:21:12.903,"LR,0.0,2.0,0.3,0"
2024-09-07 22:21:22.909,"LR,0.2,2.0,0.6,0"
2024-09-07 22:21:27.919,"LR,0.0,2.0,0.3,0"
2024-09-07 22:21:37.920,"LR,0.2,2.0,0.6,0"
2024-09-07 22:21:47.905,"LR,0.2,2.0,0.6,0"
2024-09-07 22:21:57.899,"LR,0.0,2.0,0.3,0"
2024-09-07 22:22:02.913,"LR,0.2,2.0,0.6,0"
2024-09-07 22:22:12.912,"LR,0.2,2.0,0.6,0"
2024-09-07 22:22:22.907,"LR,0.2,2.0,0.6,0"
2024-09-07 22:22:32.905,"LR,0.2,2.0,0.6,0"
2024-09-07 22:22:42.914,"LR,0.2,2.0,0.6,0"
2024-09-07 22:22:52.904,"LR,0.2,2.0,0.6,0"
2024-09-07 22:23:02.907,"LR,0.2,2.0,0.6,0"
2024-09-07 22:23:12.913,"LR,0.0,2.0,0.3,0"
2024-09-07 22:23:17.899,"LR,0.2,2.0,0.6,0"
2024-09-07 22:23:22.907,"LR,0.0,2.0,0.3,0"
2024-09-07 22:23:32.904,"LR,0.2,2.0,0.6,0"
2024-09-07 22:23:37.901,"LR,0.0,2.0,0.3,0"
2024-09-07 22:23:42.903,"LR,0.2,2.0,0.6,0"
2024-09-07 22:23:52.901,"LR,0.2,2.0,0.6,0"
2024-09-07 22:24:02.909,"LR,0.2,2.0,0.6,0"
2024-09-07 22:24:12.901,"LR,0.2,2.0,0.6,0"
2024-09-07 22:24:22.900,"LR,0.2,2.0,0.6,0"
2024-09-07 22:24:32.901,"LR,0.2,2.0,0.6,0"
2024-09-07 22:24:42.902,"LR,0.0,2.0,0.3,0"
2024-09-07 22:24:47.904,"LR,0.2,2.0,0.6,0"
2024-09-07 22:24:57.896,"LR,0.0,2.0,0.3,0"
2024-09-07 22:25:07.901,"LR,0.2,2.0,0.6,0"
2024-09-07 22:25:17.903,"LR,0.2,2.0,0.6,0"
2024-09-07 22:25:22.910,"LR,0.0,2.0,0.3,0"
2024-09-07 22:25:27.916,"LR,0.2,2.0,0.6,0"
2024-09-07 22:25:37.911,"LR,0.2,2.0,0.6,0"
2024-09-07 22:25:47.912,"LR,0.2,2.0,0.6,0"
2024-09-07 22:25:57.906,"LR,0.2,2.0,0.6,0"
2024-09-07 22:26:07.903,"LR,0.0,2.0,0.3,0"
2024-09-07 22:26:12.915,"LR,0.2,2.0,0.6,0"
2024-09-07 22:26:22.902,"LR,0.2,2.0,0.6,0"
2024-09-07 22:26:27.906,"LR,0.0,2.0,0.3,0"
2024-09-07 22:26:32.905,"LR,0.2,2.0,0.6,0"
2024-09-07 22:26:37.904,"LR,0.0,2.0,0.3,0"
2024-09-07 22:26:42.904,"LR,0.2,2.0,0.6,0"
2024-09-07 22:26:52.911,"LR,0.2,2.0,0.6,0"
2024-09-07 22:27:02.898,"LR,0.0,2.0,0.3,0"
2024-09-07 22:27:07.904,"LR,0.2,2.0,0.6,0"
2024-09-07 22:27:12.910,"LR,0.0,2.0,0.3,0"
2024-09-07 22:27:17.914,"LR,0.2,2.0,0.6,0"
2024-09-07 22:27:27.899,"LR,0.2,2.0,0.6,0"
2024-09-07 22:27:32.899,"LR,0.0,2.0,0.3,0"
2024-09-07 22:27:37.904,"LR,0.2,2.0,0.6,0"
2024-09-07 22:27:42.902,"LR,0.0,2.0,0.3,0"
2024-09-07 22:27:47.911,"LR,0.2,2.0,0.6,0"
2024-09-07 22:27:57.917,"LR,0.2,2.0,0.6,0"
2024-09-07 22:28:07.904,"LR,0.2,2.0,0.6,0"
2024-09-07 22:28:17.914,"LR,0.0,2.0,0.3,0"
2024-09-07 22:28:22.910,"LR,0.2,2.0,0.6,0"
2024-09-07 22:28:32.901,"LR,0.2,2.0,0.6,0"
2024-09-07 22:28:42.906,"LR,0.2,2.0,0.6,0"
