timestamp,motion
2025-05-22 17:51:55.409,"LR,0.2,2.0,0.6,0"
2025-05-22 17:51:55.919,"LR,0.2,2.0,0.6,0"
2025-05-22 17:51:57.426,"LR,0.2,2.0,0.6,0"
2025-05-22 17:51:57.453,"LR,0.0,2.0,0.3,0"
2025-05-22 17:51:58.442,"LR,0.0,2.0,0.3,0"
2025-05-22 17:51:58.471,"LR,0.0,2.0,0.3,0"
2025-05-22 17:52:00.426,"LR,0.0,2.0,0.3,0"
2025-05-22 17:52:00.463,"LR,0.0,2.0,0.3,0"
2025-05-22 17:52:00.587,"LR,0.0,2.0,0.3,0"
2025-05-22 17:52:02.439,"LR,0.2,2.0,0.6,0"
2025-05-22 17:52:03.425,"LR,0.2,2.0,0.6,0"
2025-05-22 17:52:03.432,"LR,0.2,2.0,0.6,0"
2025-05-22 17:52:03.589,"LR,0.0,2.0,0.3,0"
2025-05-22 17:52:04.452,"LR,0.0,2.0,0.3,0"
2025-05-22 17:52:04.463,"LR,0.0,2.0,0.3,0"
2025-05-22 17:52:06.436,"LR,0.0,2.0,0.3,0"
2025-05-22 17:52:06.591,"LR,0.0,2.0,0.3,0"
2025-05-22 17:52:07.409,"LR,0.0,2.0,0.3,0"
2025-05-22 17:52:07.481,"LR,0.2,2.0,0.6,0"
2025-05-22 17:52:08.431,"LR,0.2,2.0,0.6,0"
2025-05-22 17:52:08.438,"LR,0.2,2.0,0.6,0"
2025-05-22 17:52:09.437,"LR,0.0,2.0,0.3,0"
2025-05-22 17:52:10.422,"LR,0.0,2.0,0.3,0"
2025-05-22 17:52:10.455,"LR,0.2,2.0,0.6,0"
2025-05-22 17:52:10.600,"LR,0.2,2.0,0.6,0"
2025-05-22 17:52:11.444,"LR,0.2,2.0,0.6,0"
2025-05-22 17:52:13.439,"LR,0.2,2.0,0.6,0"
2025-05-22 17:52:13.456,"LR,0.2,2.0,0.6,0"
2025-05-22 17:52:13.591,"LR,0.2,2.0,0.6,0"
2025-05-22 17:52:14.453,"LR,0.0,2.0,0.3,0"
2025-05-22 17:52:15.438,"LR,0.0,2.0,0.3,0"
2025-05-22 17:52:15.455,"LR,0.0,2.0,0.3,0"
2025-05-22 17:52:17.437,"LR,0.0,2.0,0.3,0"
2025-05-22 17:52:17.475,"LR,0.0,2.0,0.3,0"
2025-05-22 17:52:18.444,"LR,0.0,2.0,0.3,0"
2025-05-22 17:52:19.450,"LR,0.0,2.0,0.3,0"
2025-05-22 17:52:20.417,"LR,0.0,2.0,0.3,0"
2025-05-22 17:52:20.451,"LR,0.0,2.0,0.3,0"
2025-05-22 17:52:22.433,"LR,0.0,2.0,0.3,0"
2025-05-22 17:52:22.445,"LR,0.0,2.0,0.3,0"
2025-05-22 17:52:23.436,"LR,0.0,2.0,0.3,0"
2025-05-22 17:52:24.437,"LR,0.0,2.0,0.3,0"
2025-05-22 17:52:25.451,"LR,0.2,2.0,0.6,0"
2025-05-22 17:52:25.464,"LR,0.0,2.0,0.3,0"
2025-05-22 17:52:25.590,"LR,0.2,2.0,0.6,0"
2025-05-22 17:52:26.435,"LR,0.2,2.0,0.6,0"
2025-05-22 17:52:27.445,"LR,0.0,2.0,0.3,0"
2025-05-22 17:52:28.427,"LR,0.0,2.0,0.3,0"
2025-05-22 17:52:28.449,"LR,0.0,2.0,0.3,0"
2025-05-22 17:52:28.589,"LR,0.2,2.0,0.6,0"
2025-05-22 17:52:29.419,"LR,0.2,2.0,0.6,0"
2025-05-22 17:52:29.454,"LR,0.2,2.0,0.6,0"
2025-05-22 17:52:31.432,"LR,0.2,2.0,0.6,0"
2025-05-22 17:52:31.591,"LR,0.0,2.0,0.3,0"
2025-05-22 17:52:32.425,"LR,0.0,2.0,0.3,0"
2025-05-22 17:52:32.478,"LR,0.0,2.0,0.3,0"
2025-05-22 17:52:34.452,"LR,0.2,2.0,0.6,0"
2025-05-22 17:52:34.482,"LR,0.0,2.0,0.3,0"
2025-05-22 17:52:35.447,"LR,0.2,2.0,0.6,0"
2025-05-22 17:52:35.601,"LR,0.0,2.0,0.3,0"
2025-05-22 17:52:36.450,"LR,0.0,2.0,0.3,0"
2025-05-22 17:52:36.587,"LR,0.0,2.0,0.3,0"
2025-05-22 17:52:37.432,"LR,0.2,2.0,0.6,0"
2025-05-22 17:52:38.427,"LR,0.2,2.0,0.6,0"
2025-05-22 17:52:38.449,"LR,0.2,2.0,0.6,0"
2025-05-22 17:52:38.508,"LR,0.2,2.0,0.6,0"
2025-05-22 17:52:38.591,"LR,0.2,2.0,0.2,0"
2025-05-22 17:52:39.429,"LR,0.2,2.0,0.2,0"
2025-05-22 17:52:39.468,"LR,0.4,2.0,0.6,0"
2025-05-22 17:52:40.427,"LR,0.4,2.0,0.6,0"
2025-05-22 17:52:40.453,"LR,0.4,2.0,0.6,0"
2025-05-22 17:52:41.593,"LR,0.0,2.0,0.3,0"
2025-05-22 17:52:42.438,"LR,0.0,2.0,0.3,0"
2025-05-22 17:52:42.458,"LR,0.2,2.0,0.6,0"
2025-05-22 17:52:43.428,"LR,0.2,2.0,0.6,0"
2025-05-22 17:52:43.472,"LR,0.2,2.0,0.6,0"
2025-05-22 17:52:43.583,"LR,0.2,2.0,0.2,0"
2025-05-22 17:52:44.415,"LR,0.2,2.0,0.2,0"
2025-05-22 17:52:44.428,"LR,0.2,2.0,0.2,0"
2025-05-22 17:52:46.430,"LR,0.2,2.0,0.2,0"
2025-05-22 17:52:46.595,"LR,0.0,2.0,0.3,0"
2025-05-22 17:52:47.415,"LR,0.0,2.0,0.3,0"
2025-05-22 17:52:47.451,"LR,0.0,2.0,0.3,0"
2025-05-22 17:52:48.591,"LR,0.2,2.0,0.6,0"
2025-05-22 17:52:49.283,"LR,0.2,2.0,0.6,0"
2025-05-22 17:52:49.442,"LR,0.2,2.0,0.6,0"
2025-05-22 17:52:49.491,"LR,0.2,2.0,0.6,0"
2025-05-22 17:52:51.439,"LR,0.2,2.0,0.6,0"
2025-05-22 17:52:51.590,"LR,0.0,2.0,0.3,0"
2025-05-22 17:52:52.410,"LR,0.0,2.0,0.3,0"
2025-05-22 17:52:52.446,"LR,0.0,2.0,0.3,0"
2025-05-22 17:52:54.433,"LR,0.0,2.0,0.3,0"
2025-05-22 17:52:54.471,"LR,0.0,2.0,0.3,0"
2025-05-22 17:52:55.424,"LR,0.0,2.0,0.3,0"
2025-05-22 17:52:55.455,"LR,0.2,2.0,0.6,0"
2025-05-22 17:52:55.586,"LR,0.2,2.0,0.6,0"
2025-05-22 17:52:56.414,"LR,0.2,2.0,0.6,0"
2025-05-22 17:52:56.589,"LR,0.0,2.0,0.3,0"
2025-05-22 17:52:57.409,"LR,0.0,2.0,0.3,0"
2025-05-22 17:52:57.452,"LR,0.0,2.0,0.3,0"
2025-05-22 17:52:58.583,"LR,0.2,2.0,0.6,0"
2025-05-22 17:52:59.419,"LR,0.2,2.0,0.6,0"
2025-05-22 17:52:59.440,"LR,0.2,2.0,0.6,0"
2025-05-22 17:53:01.436,"LR,0.2,2.0,0.6,0"
2025-05-22 17:53:01.582,"LR,0.0,2.0,0.3,0"
2025-05-22 17:53:02.412,"LR,0.0,2.0,0.3,0"
2025-05-22 17:53:03.426,"LR,0.2,2.0,0.6,0"
2025-05-22 17:53:03.444,"LR,0.2,2.0,0.6,0"
2025-05-22 17:53:03.593,"LR,0.0,2.0,0.3,0"
2025-05-22 17:53:04.429,"LR,0.0,2.0,0.3,0"
2025-05-22 17:53:04.459,"LR,0.0,2.0,0.3,0"
2025-05-22 17:53:06.439,"LR,0.0,2.0,0.3,0"
2025-05-22 17:53:06.572,"LR,0.0,2.0,0.3,0"
2025-05-22 17:53:07.417,"LR,0.0,2.0,0.3,0"
2025-05-22 17:53:08.571,"LR,0.0,2.0,0.3,0"
2025-05-22 17:53:09.401,"LR,0.0,2.0,0.3,0"
2025-05-22 17:53:09.427,"LR,0.2,2.0,0.6,0"
2025-05-22 17:53:10.412,"LR,0.2,2.0,0.6,0"
2025-05-22 17:53:10.588,"LR,0.0,2.0,0.3,0"
2025-05-22 17:53:11.425,"LR,0.0,2.0,0.3,0"
2025-05-22 17:53:11.579,"LR,0.0,2.0,0.3,0"
2025-05-22 17:53:13.442,"LR,0.0,2.0,0.3,0"
2025-05-22 17:53:13.590,"LR,0.2,2.0,0.6,0"
2025-05-22 17:53:14.429,"LR,0.2,2.0,0.6,0"
2025-05-22 17:53:15.439,"LR,0.0,2.0,0.3,0"
2025-05-22 17:53:15.591,"LR,0.2,2.0,0.6,0"
2025-05-22 17:53:16.431,"LR,0.2,2.0,0.6,0"
2025-05-22 17:53:16.589,"LR,0.2,2.0,0.6,0"
2025-05-22 17:53:18.423,"LR,0.2,2.0,0.6,0"
2025-05-22 17:53:18.593,"LR,0.0,2.0,0.3,0"
2025-05-22 17:53:19.415,"LR,0.0,2.0,0.3,0"
2025-05-22 17:53:19.447,"LR,0.4,2.0,0.6,0"
2025-05-22 17:53:20.432,"LR,0.4,2.0,0.6,0"
2025-05-22 17:53:20.567,"LR,0.0,2.0,0.3,0"
2025-05-22 17:53:21.399,"LR,0.0,2.0,0.3,0"
2025-05-22 17:53:21.572,"LR,0.0,2.0,0.3,0"
2025-05-22 17:53:22.448,"LR,0.2,2.0,0.6,0"
