timestamp,motion
2024-07-29 22:40:28.815,"LR,0.0,2.0,0.3,0"
2024-07-29 22:40:33.820,"LR,0.2,2.0,0.6,0"
2024-07-29 22:40:38.817,"LR,0.0,2.0,0.3,0"
2024-07-29 22:40:48.815,"LR,0.0,2.0,0.3,0"
2024-07-29 22:40:58.818,"LR,0.0,2.0,0.3,0"
2024-07-29 22:41:08.819,"LR,0.0,2.0,0.3,0"
2024-07-29 22:41:18.822,"LR,0.2,2.0,0.6,0"
2024-07-29 22:41:23.823,"LR,0.0,2.0,0.3,0"
2024-07-29 22:41:28.811,"LR,0.2,2.0,0.6,0"
2024-07-29 22:41:33.811,"LR,0.0,2.0,0.3,0"
2024-07-29 22:41:38.829,"LR,0.2,2.0,0.6,0"
2024-07-29 22:41:48.820,"LR,0.0,2.0,0.3,0"
2024-07-29 22:41:53.817,"LR,0.2,2.0,0.6,0"
2024-07-29 22:42:03.816,"LR,0.2,2.0,0.6,0"
2024-07-29 22:42:13.817,"LR,0.0,2.0,0.3,0"
2024-07-29 22:42:18.819,"LR,0.2,2.0,0.6,0"
2024-07-29 22:42:23.823,"LR,0.0,2.0,0.3,0"
2024-07-29 22:42:28.819,"LR,0.2,2.0,0.6,0"
2024-07-29 22:42:38.814,"LR,0.2,2.0,0.6,0"
2024-07-29 22:42:43.807,"LR,0.0,2.0,0.3,0"
2024-07-29 22:42:48.812,"LR,0.2,2.0,0.6,0"
2024-07-29 22:42:53.820,"LR,0.0,2.0,0.3,0"
2024-07-29 22:43:03.814,"LR,0.0,2.0,0.3,0"
2024-07-29 22:43:13.809,"LR,0.2,2.0,0.6,0"
2024-07-29 22:43:23.817,"LR,0.2,2.0,0.6,0"
2024-07-29 22:43:28.819,"LR,0.0,2.0,0.3,0"
2024-07-29 22:43:33.821,"LR,0.2,2.0,0.6,0"
2024-07-29 22:43:43.809,"LR,0.2,2.0,0.6,0"
2024-07-29 22:43:53.819,"LR,0.0,2.0,0.3,0"
2024-07-29 22:44:03.807,"LR,0.0,2.0,0.3,0"
2024-07-29 22:44:08.818,"LR,0.2,2.0,0.6,0"
2024-07-29 22:44:18.828,"LR,0.2,2.0,0.6,0"
2024-07-29 22:44:23.820,"LR,0.0,2.0,0.3,0"
2024-07-29 22:44:33.819,"LR,0.0,2.0,0.3,0"
2024-07-29 22:44:43.816,"LR,0.0,2.0,0.3,0"
2024-07-29 22:44:53.817,"LR,0.2,2.0,0.6,0"
2024-07-29 22:44:58.815,"LR,0.0,2.0,0.3,0"
2024-07-29 22:45:03.818,"LR,0.2,2.0,0.6,0"
2024-07-29 22:45:08.817,"LR,0.0,2.0,0.3,0"
2024-07-29 22:45:13.825,"LR,0.2,2.0,0.6,0"
2024-07-29 22:45:18.822,"LR,0.0,2.0,0.3,0"
2024-07-29 22:45:23.818,"LR,0.2,2.0,0.6,0"
2024-07-29 22:45:33.817,"LR,0.2,2.0,0.6,0"
2024-07-29 22:45:43.816,"LR,0.0,2.0,0.3,0"
2024-07-29 22:45:53.824,"LR,0.2,2.0,0.6,0"
2024-07-29 22:46:03.826,"LR,0.2,2.0,0.6,0"
2024-07-29 22:46:13.819,"LR,0.0,2.0,0.3,0"
2024-07-29 22:46:18.816,"LR,0.2,2.0,0.6,0"
2024-07-29 22:46:28.815,"LR,0.2,2.0,0.6,0"
2024-07-29 22:46:38.809,"LR,0.0,2.0,0.3,0"
2024-07-29 22:46:48.819,"LR,0.0,2.0,0.3,0"
2024-07-29 22:46:53.815,"LR,0.2,2.0,0.6,0"
2024-07-29 22:46:58.829,"LR,0.0,2.0,0.3,0"
2024-07-29 22:47:03.815,"LR,0.2,2.0,0.6,0"
2024-07-29 22:47:13.819,"LR,0.2,2.0,0.6,0"
2024-07-29 22:47:18.816,"LR,0.0,2.0,0.3,0"
2024-07-29 22:47:28.820,"LR,0.2,2.0,0.6,0"
2024-07-29 22:47:33.820,"LR,0.0,2.0,0.3,0"
2024-07-29 22:47:43.818,"LR,0.0,2.0,0.3,0"
2024-07-29 22:47:48.814,"LR,0.2,2.0,0.6,0"
2024-07-29 22:47:58.814,"LR,0.2,2.0,0.6,0"
2024-07-29 22:48:08.811,"LR,0.2,2.0,0.6,0"
2024-07-29 22:48:18.817,"LR,0.2,2.0,0.6,0"
2024-07-29 22:48:28.820,"LR,0.0,2.0,0.3,0"
2024-07-29 22:48:33.819,"LR,0.2,2.0,0.6,0"
2024-07-29 22:48:43.817,"LR,0.0,2.0,0.3,0"
2024-07-29 22:48:53.820,"LR,0.2,2.0,0.6,0"
2024-07-29 22:49:03.822,"LR,0.0,2.0,0.3,0"
2024-07-29 22:49:13.821,"LR,0.2,2.0,0.6,0"
2024-07-29 22:49:23.819,"LR,0.0,2.0,0.3,0"
2024-07-29 22:49:28.816,"LR,0.2,2.0,0.6,0"
2024-07-29 22:49:33.813,"LR,0.0,2.0,0.3,0"
2024-07-29 22:49:38.819,"LR,0.2,2.0,0.6,0"
2024-07-29 22:49:48.825,"LR,0.2,2.0,0.6,0"
2024-07-29 22:49:58.821,"LR,0.2,2.0,0.6,0"
2024-07-29 22:50:03.809,"LR,0.0,2.0,0.3,0"
2024-07-29 22:50:13.813,"LR,0.0,2.0,0.3,0"
2024-07-29 22:50:23.813,"LR,0.0,2.0,0.3,0"
2024-07-29 22:50:28.817,"LR,0.2,2.0,0.6,0"
