timestamp,motion
2023-11-22 06:16:21.598,"LR,0.2,2.0,0.2,0"
2023-11-22 06:16:31.606,"LR,0.0,2.0,0.3,0"
2023-11-22 06:16:36.598,"LR,0.2,2.0,0.6,0"
2023-11-22 06:16:41.594,"LR,0.0,2.0,0.3,0"
2023-11-22 06:16:51.594,"LR,0.0,2.0,0.3,0"
2023-11-22 06:16:56.600,"LR,0.4,2.0,0.6,0"
2023-11-22 06:17:01.597,"LR,0.2,2.0,0.6,0"
2023-11-22 06:17:06.595,"LR,0.0,2.0,0.3,0"
2023-11-22 06:17:11.598,"LR,0.2,2.0,0.6,0"
2023-11-22 06:17:16.600,"LR,0.2,2.0,0.2,0"
2023-11-22 06:17:21.597,"LR,0.4,2.0,0.6,0"
2023-11-22 06:17:26.600,"LR,0.0,2.0,0.3,0"
2023-11-22 06:17:31.604,"LR,0.2,2.0,0.6,0"
