timestamp,emo
2024-12-06 18:51:20.189,Sadness
2024-12-06 18:51:21.189,Sadness
2024-12-06 18:51:22.189,Sadness
2024-12-06 18:51:23.189,Sadness
2024-12-06 18:51:24.188,Sadness
2024-12-06 18:51:25.189,Sadness
2024-12-06 18:51:26.188,Sadness
2024-12-06 18:51:27.188,Sadness
2024-12-06 18:51:28.189,Sadness
2024-12-06 18:51:29.187,Sadness
2024-12-06 18:51:30.195,Sadness
2024-12-06 18:51:31.189,Sadness
2024-12-06 18:51:32.193,Sadness
2024-12-06 18:51:33.197,Sadness
2024-12-06 18:51:34.188,Sadness
2024-12-06 18:51:35.188,Sadness
2024-12-06 18:51:36.189,Sadness
2024-12-06 18:51:37.189,Sadness
2024-12-06 18:51:38.189,Sadness
2024-12-06 18:51:39.188,Sadness
2024-12-06 18:51:40.189,Sadness
2024-12-06 18:51:41.188,Sadness
2024-12-06 18:51:42.189,Sadness
2024-12-06 18:51:43.188,Sadness
2024-12-06 18:51:44.189,Sadness
2024-12-06 18:51:45.189,Sadness
2024-12-06 18:51:46.187,Sadness
2024-12-06 18:51:47.189,Sadness
2024-12-06 18:51:48.189,Sadness
2024-12-06 18:51:49.189,Sadness
2024-12-06 18:51:50.187,Sadness
2024-12-06 18:51:51.187,Sadness
2024-12-06 18:51:52.195,Sadness
2024-12-06 18:51:53.196,Sadness
2024-12-06 18:51:54.188,Sadness
2024-12-06 18:51:55.188,Sadness
2024-12-06 18:51:56.187,Sadness
2024-12-06 18:51:57.187,Sadness
2024-12-06 18:51:58.188,Sadness
2024-12-06 18:51:59.188,Sadness
2024-12-06 18:52:00.189,Sadness
2024-12-06 18:52:01.191,Sadness
2024-12-06 18:52:02.188,Sadness
2024-12-06 18:52:03.187,Sadness
2024-12-06 18:52:04.191,Sadness
2024-12-06 18:52:05.190,Sadness
2024-12-06 18:52:06.189,Sadness
2024-12-06 18:52:07.190,Sadness
2024-12-06 18:52:08.189,Sadness
2024-12-06 18:52:09.189,Sadness
2024-12-06 18:52:10.189,Sadness
2024-12-06 18:52:11.188,Sadness
2024-12-06 18:52:12.188,Sadness
2024-12-06 18:52:13.189,Sadness
2024-12-06 18:52:14.188,Sadness
2024-12-06 18:52:15.188,Sadness
2024-12-06 18:52:16.189,Sadness
2024-12-06 18:52:17.189,Sadness
2024-12-06 18:52:18.188,Sadness
2024-12-06 18:52:19.189,Sadness
2024-12-06 18:52:20.188,Sadness
2024-12-06 18:52:21.188,Sadness
2024-12-06 18:52:22.189,Sadness
2024-12-06 18:52:23.189,Sadness
2024-12-06 18:52:24.188,Sadness
2024-12-06 18:52:25.189,Sadness
2024-12-06 18:52:26.189,Sadness
2024-12-06 18:52:27.189,Sadness
2024-12-06 18:52:28.188,Sadness
2024-12-06 18:52:29.188,Sadness
2024-12-06 18:52:30.189,Sadness
2024-12-06 18:52:31.188,Sadness
2024-12-06 18:52:32.188,Sadness
2024-12-06 18:52:33.188,Sadness
2024-12-06 18:52:34.189,Sadness
2024-12-06 18:52:35.189,Sadness
2024-12-06 18:52:36.189,Sadness
2024-12-06 18:52:37.189,Sadness
2024-12-06 18:52:38.189,Sadness
2024-12-06 18:52:39.188,Sadness
2024-12-06 18:52:40.187,Sadness
2024-12-06 18:52:41.188,Sadness
2024-12-06 18:52:42.188,Sadness
2024-12-06 18:52:43.188,Sadness
2024-12-06 18:52:44.189,Sadness
2024-12-06 18:52:45.188,Sadness
2024-12-06 18:52:46.188,Sadness
2024-12-06 18:52:47.189,Sadness
2024-12-06 18:52:48.189,Sadness
2024-12-06 18:52:49.188,Sadness
2024-12-06 18:52:50.188,Sadness
2024-12-06 18:52:51.189,Sadness
2024-12-06 18:52:52.189,Sadness
2024-12-06 18:52:53.188,Sadness
2024-12-06 18:52:54.188,Sadness
2024-12-06 18:52:55.189,Sadness
2024-12-06 18:52:56.188,Sadness
2024-12-06 18:52:57.189,Sadness
2024-12-06 18:52:58.188,Sadness
2024-12-06 18:52:59.189,Sadness
2024-12-06 18:53:00.188,Sadness
2024-12-06 18:53:01.189,Sadness
2024-12-06 18:53:02.188,Sadness
2024-12-06 18:53:03.188,Sadness
2024-12-06 18:53:04.188,Sadness
2024-12-06 18:53:05.189,Sadness
2024-12-06 18:53:06.188,Sadness
2024-12-06 18:53:07.189,Sadness
2024-12-06 18:53:08.188,Sadness
2024-12-06 18:53:09.189,Sadness
2024-12-06 18:53:10.188,Sadness
2024-12-06 18:53:11.189,Sadness
2024-12-06 18:53:12.188,Sadness
2024-12-06 18:53:13.188,Sadness
2024-12-06 18:53:14.188,Sadness
2024-12-06 18:53:15.189,Sadness
2024-12-06 18:53:16.188,Sadness
2024-12-06 18:53:17.189,Sadness
2024-12-06 18:53:18.188,Sadness
2024-12-06 18:53:19.188,Sadness
2024-12-06 18:53:20.188,Sadness
2024-12-06 18:53:21.189,Sadness
2024-12-06 18:53:22.188,Sadness
2024-12-06 18:53:23.189,Sadness
2024-12-06 18:53:24.189,Sadness
2024-12-06 18:53:25.189,Sadness
2024-12-06 18:53:26.189,Sadness
2024-12-06 18:53:27.188,Sadness
2024-12-06 18:53:28.189,Sadness
2024-12-06 18:53:29.188,Sadness
2024-12-06 18:53:30.189,Sadness
2024-12-06 18:53:31.189,Sadness
2024-12-06 18:53:32.189,Sadness
2024-12-06 18:53:33.189,Sadness
2024-12-06 18:53:34.189,Sadness
2024-12-06 18:53:35.189,Sadness
2024-12-06 18:53:36.189,Sadness
2024-12-06 18:53:37.189,Sadness
2024-12-06 18:53:38.189,Sadness
2024-12-06 18:53:39.188,Sadness
2024-12-06 18:53:40.188,Sadness
2024-12-06 18:53:41.188,Sadness
2024-12-06 18:53:42.188,Sadness
2024-12-06 18:53:43.189,Sadness
2024-12-06 18:53:44.189,Sadness
2024-12-06 18:53:45.189,Sadness
2024-12-06 18:53:46.189,Sadness
2024-12-06 18:53:47.188,Sadness
2024-12-06 18:53:48.189,Sadness
2024-12-06 18:53:49.189,Sadness
2024-12-06 18:53:50.188,Sadness
2024-12-06 18:53:51.189,Sadness
