timestamp,emo
2024-09-08 17:41:22.758,Sadness
2024-09-08 17:41:23.757,Sadness
2024-09-08 17:41:24.757,Sadness
2024-09-08 17:41:25.765,Sadness
2024-09-08 17:41:26.765,Sadness
2024-09-08 17:41:27.758,Sadness
2024-09-08 17:41:28.761,Sadness
2024-09-08 17:41:29.764,Sadness
2024-09-08 17:41:30.757,Sadness
2024-09-08 17:41:31.757,Sadness
2024-09-08 17:41:32.757,Sadness
2024-09-08 17:41:33.757,Sadness
2024-09-08 17:41:34.757,Sadness
2024-09-08 17:41:35.766,Sadness
2024-09-08 17:41:36.757,Sadness
2024-09-08 17:41:37.758,Sadness
2024-09-08 17:41:38.757,Sadness
2024-09-08 17:41:39.757,Sadness
2024-09-08 17:41:40.757,Sadness
2024-09-08 17:41:41.757,Sadness
2024-09-08 17:41:42.757,Sadness
2024-09-08 17:41:43.757,Sadness
2024-09-08 17:41:44.757,Sadness
2024-09-08 17:41:45.758,Sadness
2024-09-08 17:41:46.757,Sadness
2024-09-08 17:41:47.758,Sadness
2024-09-08 17:41:48.757,Sadness
2024-09-08 17:41:49.757,Sadness
2024-09-08 17:41:50.762,Sadness
2024-09-08 17:41:51.757,Sadness
2024-09-08 17:41:52.758,Sadness
2024-09-08 17:41:53.757,Sadness
2024-09-08 17:41:54.757,Sadness
2024-09-08 17:41:55.761,Sadness
2024-09-08 17:41:56.757,Sadness
2024-09-08 17:41:57.757,Sadness
2024-09-08 17:41:58.757,Sadness
2024-09-08 17:41:59.758,Sadness
2024-09-08 17:42:00.757,Sadness
2024-09-08 17:42:01.757,Sadness
2024-09-08 17:42:02.757,Sadness
2024-09-08 17:42:03.757,Sadness
2024-09-08 17:42:04.761,Sadness
2024-09-08 17:42:05.757,Sadness
2024-09-08 17:42:06.757,Sadness
2024-09-08 17:42:07.757,Sadness
2024-09-08 17:42:08.757,Sadness
2024-09-08 17:42:09.763,Sadness
2024-09-08 17:42:10.757,Sadness
2024-09-08 17:42:11.757,Sadness
2024-09-08 17:42:12.757,Sadness
2024-09-08 17:42:13.757,Sadness
2024-09-08 17:42:14.757,Sadness
2024-09-08 17:42:15.757,Sadness
2024-09-08 17:42:16.757,Sadness
2024-09-08 17:42:17.758,Sadness
2024-09-08 17:42:18.757,Sadness
2024-09-08 17:42:19.758,Sadness
2024-09-08 17:42:20.757,Sadness
2024-09-08 17:42:21.757,Sadness
2024-09-08 17:42:22.758,Sadness
2024-09-08 17:42:23.757,Sadness
2024-09-08 17:42:24.757,Sadness
2024-09-08 17:42:25.766,Sadness
2024-09-08 17:42:26.758,Sadness
2024-09-08 17:42:27.757,Sadness
2024-09-08 17:42:28.757,Sadness
2024-09-08 17:42:29.761,Sadness
2024-09-08 17:42:30.757,Sadness
2024-09-08 17:42:31.757,Sadness
2024-09-08 17:42:32.757,Sadness
2024-09-08 17:42:33.757,Sadness
2024-09-08 17:42:34.757,Sadness
2024-09-08 17:42:35.757,Sadness
2024-09-08 17:42:36.757,Sadness
2024-09-08 17:42:37.761,Sadness
2024-09-08 17:42:38.757,Sadness
2024-09-08 17:42:39.757,Sadness
2024-09-08 17:42:40.757,Sadness
2024-09-08 17:42:41.757,Sadness
2024-09-08 17:42:42.757,Sadness
2024-09-08 17:42:43.757,Sadness
2024-09-08 17:42:44.757,Sadness
2024-09-08 17:42:45.757,Sadness
2024-09-08 17:42:46.757,Sadness
2024-09-08 17:42:47.757,Sadness
2024-09-08 17:42:48.757,Sadness
2024-09-08 17:42:49.758,Sadness
2024-09-08 17:42:50.757,Sadness
2024-09-08 17:42:51.757,Sadness
2024-09-08 17:42:52.757,Sadness
2024-09-08 17:42:53.757,Sadness
2024-09-08 17:42:54.757,Sadness
2024-09-08 17:42:55.757,Sadness
2024-09-08 17:42:56.757,Sadness
2024-09-08 17:42:57.758,Sadness
2024-09-08 17:42:58.757,Sadness
2024-09-08 17:42:59.757,Sadness
2024-09-08 17:43:00.757,Sadness
2024-09-08 17:43:01.757,Sadness
2024-09-08 17:43:02.758,Sadness
2024-09-08 17:43:03.757,Sadness
2024-09-08 17:43:04.757,Sadness
2024-09-08 17:43:05.757,Sadness
2024-09-08 17:43:06.757,Sadness
2024-09-08 17:43:07.757,Sadness
2024-09-08 17:43:08.757,Sadness
2024-09-08 17:43:09.758,Sadness
2024-09-08 17:43:10.757,Sadness
2024-09-08 17:43:11.757,Sadness
2024-09-08 17:43:12.757,Sadness
2024-09-08 17:43:13.757,Sadness
2024-09-08 17:43:14.761,Sadness
2024-09-08 17:43:15.757,Sadness
2024-09-08 17:43:16.757,Sadness
2024-09-08 17:43:17.758,Sadness
2024-09-08 17:43:18.757,Sadness
2024-09-08 17:43:19.763,Sadness
2024-09-08 17:43:20.757,Sadness
2024-09-08 17:43:21.757,Sadness
2024-09-08 17:43:22.757,Sadness
2024-09-08 17:43:23.757,Sadness
2024-09-08 17:43:24.757,Sadness
2024-09-08 17:43:25.757,Sadness
2024-09-08 17:43:26.757,Sadness
2024-09-08 17:43:27.757,Sadness
2024-09-08 17:43:28.757,Sadness
2024-09-08 17:43:29.757,Sadness
2024-09-08 17:43:30.758,Sadness
2024-09-08 17:43:31.757,Sadness
2024-09-08 17:43:32.757,Sadness
2024-09-08 17:43:33.757,Sadness
2024-09-08 17:43:34.757,Sadness
2024-09-08 17:43:35.757,Sadness
2024-09-08 17:43:36.757,Sadness
2024-09-08 17:43:37.757,Sadness
2024-09-08 17:43:38.757,Sadness
2024-09-08 17:43:39.757,Sadness
2024-09-08 17:43:40.758,Sadness
2024-09-08 17:43:41.757,Sadness
2024-09-08 17:43:42.757,Sadness
2024-09-08 17:43:43.757,Sadness
2024-09-08 17:43:44.757,Sadness
2024-09-08 17:43:45.757,Sadness
2024-09-08 17:43:46.757,Sadness
2024-09-08 17:43:47.757,Sadness
2024-09-08 17:43:48.757,Sadness
2024-09-08 17:43:49.761,Sadness
2024-09-08 17:43:50.757,Sadness
2024-09-08 17:43:51.757,Sadness
2024-09-08 17:43:52.757,Sadness
2024-09-08 17:43:53.757,Sadness
2024-09-08 17:43:54.757,Sadness
