timestamp,emo
2024-12-14 00:19:24.192,Sadness
2024-12-14 00:19:25.191,Sadness
2024-12-14 00:19:26.191,Sadness
2024-12-14 00:19:27.197,Sadness
2024-12-14 00:19:28.191,Sadness
2024-12-14 00:19:29.190,Sadness
2024-12-14 00:19:30.190,Sadness
2024-12-14 00:19:31.191,Sadness
2024-12-14 00:19:32.190,Sadness
2024-12-14 00:19:33.190,Sadness
2024-12-14 00:19:34.190,Sadness
2024-12-14 00:19:35.190,Sadness
2024-12-14 00:19:36.191,Sadness
2024-12-14 00:19:37.202,Sadness
2024-12-14 00:19:38.190,Sadness
2024-12-14 00:19:39.190,Sadness
2024-12-14 00:19:40.190,Sadness
2024-12-14 00:19:41.190,Sadness
2024-12-14 00:19:42.190,Sadness
2024-12-14 00:19:43.191,Sadness
2024-12-14 00:19:44.190,Sadness
2024-12-14 00:19:45.190,Sadness
2024-12-14 00:19:46.190,Sadness
2024-12-14 00:19:47.191,Sadness
2024-12-14 00:19:48.191,Sadness
2024-12-14 00:19:49.190,Sadness
2024-12-14 00:19:50.190,Sadness
2024-12-14 00:19:51.191,Sadness
2024-12-14 00:19:52.195,Sadness
2024-12-14 00:19:53.191,Sadness
2024-12-14 00:19:54.193,Sadness
2024-12-14 00:19:55.191,Sadness
2024-12-14 00:19:56.191,Sadness
2024-12-14 00:19:57.195,Sadness
2024-12-14 00:19:58.191,Sadness
2024-12-14 00:19:59.191,Sadness
2024-12-14 00:20:00.191,Sadness
2024-12-14 00:20:01.191,Sadness
2024-12-14 00:20:02.194,Sadness
2024-12-14 00:20:03.190,Sadness
2024-12-14 00:20:04.191,Sadness
2024-12-14 00:20:05.191,Sadness
2024-12-14 00:20:06.190,Sadness
2024-12-14 00:20:07.193,Sadness
2024-12-14 00:20:08.192,Sadness
2024-12-14 00:20:09.191,Sadness
2024-12-14 00:20:10.190,Sadness
2024-12-14 00:20:11.193,Sadness
2024-12-14 00:20:12.190,Sadness
2024-12-14 00:20:13.192,Sadness
2024-12-14 00:20:14.193,Sadness
2024-12-14 00:20:15.190,Sadness
2024-12-14 00:20:16.191,Sadness
2024-12-14 00:20:17.192,Sadness
2024-12-14 00:20:18.191,Sadness
2024-12-14 00:20:19.191,Sadness
