timestamp,emo
2023-11-22 07:03:03.319,Sadness
2023-11-22 07:03:04.325,Sadness
2023-11-22 07:03:05.319,Sadness
2023-11-22 07:03:06.325,Sadness
2023-11-22 07:03:07.321,Sadness
2023-11-22 07:03:08.319,Sadness
2023-11-22 07:03:09.319,Sadness
2023-11-22 07:03:10.319,Sadness
2023-11-22 07:03:11.319,Sadness
2023-11-22 07:03:12.319,Sadness
2023-11-22 07:03:13.319,Sadness
2023-11-22 07:03:14.319,Sadness
2023-11-22 07:03:15.328,Sadness
2023-11-22 07:03:16.319,Sadness
2023-11-22 07:03:17.319,Sadness
2023-11-22 07:03:18.327,Sadness
2023-11-22 07:03:19.319,Sadness
2023-11-22 07:03:20.319,Sadness
2023-11-22 07:03:21.319,Sadness
2023-11-22 07:03:22.325,Sadness
2023-11-22 07:03:23.319,Sadness
2023-11-22 07:03:24.319,Sadness
2023-11-22 07:03:25.319,Sadness
2023-11-22 07:03:26.321,Sadness
2023-11-22 07:03:27.319,Sadness
2023-11-22 07:03:28.319,Sadness
2023-11-22 07:03:29.319,Sadness
2023-11-22 07:03:30.327,Sadness
2023-11-22 07:03:31.319,Sadness
2023-11-22 07:03:32.319,Sadness
2023-11-22 07:03:33.319,Sadness
2023-11-22 07:03:34.319,Sadness
2023-11-22 07:03:35.319,Sadness
2023-11-22 07:03:36.321,Sadness
2023-11-22 07:03:37.319,Sadness
2023-11-22 07:03:38.319,Sadness
2023-11-22 07:03:39.319,Sadness
2023-11-22 07:03:40.319,Sadness
2023-11-22 07:03:41.329,Sadness
2023-11-22 07:03:42.319,Sadness
2023-11-22 07:03:43.319,Sadness
2023-11-22 07:03:44.319,Sadness
2023-11-22 07:03:45.325,Sadness
2023-11-22 07:03:46.322,Sadness
2023-11-22 07:03:47.319,Sadness
2023-11-22 07:03:48.327,Sadness
2023-11-22 07:03:49.319,Sadness
2023-11-22 07:03:50.319,Sadness
2023-11-22 07:03:51.319,Sadness
2023-11-22 07:03:52.319,Sadness
2023-11-22 07:03:53.319,Sadness
2023-11-22 07:03:54.319,Sadness
2023-11-22 07:03:55.319,Sadness
2023-11-22 07:03:56.319,Sadness
2023-11-22 07:03:57.319,Sadness
2023-11-22 07:03:58.319,Sadness
2023-11-22 07:03:59.325,Sadness
2023-11-22 07:04:00.319,Sadness
2023-11-22 07:04:01.319,Sadness
2023-11-22 07:04:02.319,Sadness
2023-11-22 07:04:03.320,Sadness
2023-11-22 07:04:04.325,Sadness
2023-11-22 07:04:05.319,Sadness
2023-11-22 07:04:06.319,Sadness
2023-11-22 07:04:07.319,Sadness
2023-11-22 07:04:08.319,Sadness
2023-11-22 07:04:09.319,Sadness
2023-11-22 07:04:10.319,Sadness
2023-11-22 07:04:11.319,Sadness
2023-11-22 07:04:12.319,Sadness
2023-11-22 07:04:13.319,Sadness
2023-11-22 07:04:14.319,Sadness
