timestamp,emo
2024-12-06 13:49:50.465,Sadness
2024-12-06 13:49:51.457,Sadness
2024-12-06 13:49:52.458,Sadness
2024-12-06 13:49:53.456,Sadness
2024-12-06 13:49:54.458,Sadness
2024-12-06 13:49:55.455,Sadness
2024-12-06 13:49:56.455,Sadness
2024-12-06 13:49:57.455,Sadness
2024-12-06 13:49:58.455,Sadness
2024-12-06 13:49:59.455,Sadness
2024-12-06 13:50:00.455,Sadness
2024-12-06 13:50:01.455,Sadness
2024-12-06 13:50:02.464,Sadness
2024-12-06 13:50:03.455,Sadness
2024-12-06 13:50:04.455,Sadness
2024-12-06 13:50:05.455,Sadness
2024-12-06 13:50:06.455,Sadness
2024-12-06 13:50:07.455,Sadness
2024-12-06 13:50:08.455,Sadness
2024-12-06 13:50:09.455,Sadness
2024-12-06 13:50:10.455,Sadness
2024-12-06 13:50:11.455,Sadness
2024-12-06 13:50:12.455,Sadness
2024-12-06 13:50:13.456,Sadness
2024-12-06 13:50:14.455,Sadness
2024-12-06 13:50:15.455,Sadness
2024-12-06 13:50:16.455,Sadness
2024-12-06 13:50:17.455,Sadness
2024-12-06 13:50:18.455,Sadness
2024-12-06 13:50:19.455,Sadness
2024-12-06 13:50:20.455,Sadness
2024-12-06 13:50:21.455,Sadness
2024-12-06 13:50:22.455,Sadness
2024-12-06 13:50:23.455,Sadness
2024-12-06 13:50:24.455,Sadness
2024-12-06 13:50:25.455,Sadness
2024-12-06 13:50:26.459,Sadness
2024-12-06 13:50:27.455,Sadness
2024-12-06 13:50:28.455,Sadness
2024-12-06 13:50:29.455,Sadness
2024-12-06 13:50:30.456,Sadness
2024-12-06 13:50:31.455,Sadness
2024-12-06 13:50:32.455,Sadness
2024-12-06 13:50:33.455,Sadness
2024-12-06 13:50:34.455,Sadness
2024-12-06 13:50:35.456,Sadness
2024-12-06 13:50:36.464,Sadness
2024-12-06 13:50:37.455,Sadness
2024-12-06 13:50:38.455,Sadness
2024-12-06 13:50:39.455,Sadness
2024-12-06 13:50:40.456,Sadness
2024-12-06 13:50:41.455,Sadness
2024-12-06 13:50:42.455,Sadness
2024-12-06 13:50:43.455,Sadness
2024-12-06 13:50:44.456,Sadness
2024-12-06 13:50:45.455,Sadness
2024-12-06 13:50:46.455,Sadness
2024-12-06 13:50:47.455,Sadness
2024-12-06 13:50:48.455,Sadness
2024-12-06 13:50:49.455,Sadness
2024-12-06 13:50:50.456,Sadness
2024-12-06 13:50:51.455,Sadness
2024-12-06 13:50:52.455,Sadness
2024-12-06 13:50:53.455,Sadness
2024-12-06 13:50:54.455,Sadness
2024-12-06 13:50:55.455,Sadness
2024-12-06 13:50:56.465,Sadness
2024-12-06 13:50:57.464,Sadness
2024-12-06 13:50:58.455,Sadness
2024-12-06 13:50:59.455,Sadness
2024-12-06 13:51:00.456,Sadness
2024-12-06 13:51:01.455,Sadness
2024-12-06 13:51:02.456,Sadness
2024-12-06 13:51:03.455,Sadness
2024-12-06 13:51:04.455,Sadness
2024-12-06 13:51:05.459,Sadness
2024-12-06 13:51:06.455,Sadness
2024-12-06 13:51:07.456,Sadness
2024-12-06 13:51:08.464,Sadness
2024-12-06 13:51:09.455,Sadness
2024-12-06 13:51:10.455,Sadness
2024-12-06 13:51:11.455,Sadness
2024-12-06 13:51:12.456,Sadness
2024-12-06 13:51:13.455,Sadness
2024-12-06 13:51:14.455,Sadness
2024-12-06 13:51:15.455,Sadness
2024-12-06 13:51:16.455,Sadness
2024-12-06 13:51:17.459,Sadness
2024-12-06 13:51:18.455,Sadness
2024-12-06 13:51:19.455,Sadness
2024-12-06 13:51:20.456,Sadness
2024-12-06 13:51:21.455,Sadness
2024-12-06 13:51:22.455,Sadness
2024-12-06 13:51:23.455,Sadness
2024-12-06 13:51:24.455,Sadness
2024-12-06 13:51:25.455,Sadness
2024-12-06 13:51:26.455,Sadness
2024-12-06 13:51:27.455,Sadness
2024-12-06 13:51:28.455,Sadness
2024-12-06 13:51:29.455,Sadness
2024-12-06 13:51:30.455,Sadness
2024-12-06 13:51:31.455,Sadness
2024-12-06 13:51:32.455,Sadness
2024-12-06 13:51:33.455,Sadness
2024-12-06 13:51:34.455,Sadness
2024-12-06 13:51:35.455,Sadness
2024-12-06 13:51:36.455,Sadness
2024-12-06 13:51:37.455,Sadness
2024-12-06 13:51:38.456,Sadness
2024-12-06 13:51:39.456,Sadness
2024-12-06 13:51:40.455,Sadness
2024-12-06 13:51:41.455,Sadness
2024-12-06 13:51:42.455,Sadness
2024-12-06 13:51:43.459,Sadness
2024-12-06 13:51:44.455,Sadness
2024-12-06 13:51:45.456,Sadness
