timestamp,emo
2023-11-22 06:08:48.244,Sadness
2023-11-22 06:08:49.244,Sadness
2023-11-22 06:08:50.244,Sadness
2023-11-22 06:08:51.244,Sadness
2023-11-22 06:08:52.244,Sadness
2023-11-22 06:08:53.244,Sadness
2023-11-22 06:08:54.244,Sadness
2023-11-22 06:08:55.244,Sadness
2023-11-22 06:08:56.244,Sadness
2023-11-22 06:08:57.244,Sadness
2023-11-22 06:08:58.244,Sadness
2023-11-22 06:08:59.244,Sadness
2023-11-22 06:09:00.244,Sadness
2023-11-22 06:09:01.244,Sadness
2023-11-22 06:09:02.244,Sadness
2023-11-22 06:09:03.244,Sadness
2023-11-22 06:09:04.244,Sadness
2023-11-22 06:09:05.244,Sadness
2023-11-22 06:09:06.244,Sadness
2023-11-22 06:09:07.244,Sadness
2023-11-22 06:09:08.244,Sadness
2023-11-22 06:09:09.244,Sadness
2023-11-22 06:09:10.244,Sadness
2023-11-22 06:09:11.244,Sadness
2023-11-22 06:09:12.244,Sadness
2023-11-22 06:09:13.244,Sadness
2023-11-22 06:09:14.244,Sadness
2023-11-22 06:09:15.244,Sadness
2023-11-22 06:09:16.244,Sadness
2023-11-22 06:09:17.244,Sadness
2023-11-22 06:09:18.244,Sadness
2023-11-22 06:09:19.244,Sadness
2023-11-22 06:09:20.244,Sadness
2023-11-22 06:09:21.244,Sadness
2023-11-22 06:09:22.244,Sadness
2023-11-22 06:09:23.244,Sadness
2023-11-22 06:09:24.244,Sadness
2023-11-22 06:09:25.244,Sadness
2023-11-22 06:09:26.245,Sadness
2023-11-22 06:09:27.244,Sadness
2023-11-22 06:09:28.244,Sadness
