timestamp,emo
2024-12-14 17:17:44.775,Sadness
2024-12-14 17:17:45.776,Sadness
2024-12-14 17:17:46.775,Sadness
2024-12-14 17:17:47.776,Sadness
2024-12-14 17:17:48.775,Sadness
2024-12-14 17:17:49.776,Sadness
2024-12-14 17:17:50.775,Sadness
2024-12-14 17:17:51.775,Sadness
2024-12-14 17:17:52.776,Sadness
2024-12-14 17:17:53.775,Sadness
2024-12-14 17:17:54.777,Sadness
2024-12-14 17:17:55.775,Sadness
2024-12-14 17:17:56.775,Sadness
2024-12-14 17:17:57.776,Sadness
2024-12-14 17:17:58.775,Sadness
2024-12-14 17:17:59.778,Sadness
2024-12-14 17:18:00.776,Sadness
2024-12-14 17:18:01.776,Sadness
2024-12-14 17:18:02.776,Sadness
2024-12-14 17:18:03.776,Sadness
2024-12-14 17:18:04.776,Sadness
2024-12-14 17:18:05.776,Sadness
2024-12-14 17:18:06.776,Sadness
2024-12-14 17:18:07.776,Sadness
2024-12-14 17:18:08.776,Sadness
2024-12-14 17:18:09.776,Sadness
2024-12-14 17:18:10.776,Sadness
2024-12-14 17:18:11.776,Sadness
2024-12-14 17:18:12.776,Sadness
2024-12-14 17:18:13.776,Sadness
2024-12-14 17:18:14.776,Sadness
2024-12-14 17:18:15.776,Sadness
2024-12-14 17:18:16.776,Sadness
2024-12-14 17:18:17.776,Sadness
2024-12-14 17:18:18.776,Sadness
2024-12-14 17:18:19.776,Sadness
2024-12-14 17:18:20.776,Sadness
2024-12-14 17:18:21.776,Sadness
2024-12-14 17:18:22.776,Sadness
2024-12-14 17:18:23.776,Sadness
2024-12-14 17:18:24.776,Sadness
2024-12-14 17:18:25.776,Sadness
2024-12-14 17:18:26.775,Sadness
2024-12-14 17:18:27.776,Sadness
2024-12-14 17:18:28.776,Sadness
2024-12-14 17:18:29.776,Sadness
2024-12-14 17:18:30.776,Sadness
2024-12-14 17:18:31.776,Sadness
2024-12-14 17:18:32.776,Sadness
2024-12-14 17:18:33.776,Sadness
2024-12-14 17:18:34.776,Sadness
2024-12-14 17:18:35.776,Sadness
2024-12-14 17:18:36.776,Sadness
2024-12-14 17:18:37.776,Sadness
2024-12-14 17:18:38.776,Sadness
2024-12-14 17:18:39.776,Sadness
2024-12-14 17:18:40.776,Sadness
2024-12-14 17:18:41.776,Sadness
2024-12-14 17:18:42.776,Sadness
2024-12-14 17:18:43.776,Sadness
2024-12-14 17:18:44.776,Sadness
2024-12-14 17:18:45.776,Sadness
2024-12-14 17:18:46.776,Sadness
2024-12-14 17:18:47.776,Sadness
2024-12-14 17:18:48.776,Sadness
2024-12-14 17:18:49.776,Sadness
2024-12-14 17:18:50.776,Sadness
2024-12-14 17:18:51.776,Sadness
2024-12-14 17:18:52.776,Sadness
2024-12-14 17:18:53.776,Sadness
2024-12-14 17:18:54.776,Sadness
2024-12-14 17:18:55.776,Sadness
2024-12-14 17:18:56.776,Sadness
2024-12-14 17:18:57.776,Sadness
2024-12-14 17:18:58.776,Sadness
2024-12-14 17:18:59.776,Sadness
2024-12-14 17:19:00.776,Sadness
2024-12-14 17:19:01.776,Sadness
2024-12-14 17:19:02.776,Sadness
2024-12-14 17:19:03.776,Sadness
2024-12-14 17:19:04.776,Sadness
2024-12-14 17:19:05.776,Sadness
2024-12-14 17:19:06.776,Sadness
2024-12-14 17:19:07.777,Sadness
2024-12-14 17:19:08.776,Sadness
2024-12-14 17:19:09.776,Sadness
2024-12-14 17:19:10.776,Sadness
2024-12-14 17:19:11.776,Sadness
2024-12-14 17:19:12.776,Sadness
2024-12-14 17:19:13.776,Sadness
2024-12-14 17:19:14.776,Sadness
2024-12-14 17:19:15.776,Sadness
2024-12-14 17:19:16.776,Sadness
2024-12-14 17:19:17.776,Sadness
2024-12-14 17:19:18.776,Sadness
2024-12-14 17:19:19.776,Sadness
2024-12-14 17:19:20.776,Sadness
2024-12-14 17:19:21.776,Sadness
2024-12-14 17:19:22.776,Sadness
2024-12-14 17:19:23.776,Sadness
2024-12-14 17:19:24.776,Sadness
2024-12-14 17:19:25.776,Sadness
2024-12-14 17:19:26.776,Sadness
2024-12-14 17:19:27.776,Sadness
2024-12-14 17:19:28.776,Sadness
2024-12-14 17:19:29.776,Sadness
2024-12-14 17:19:30.776,Sadness
2024-12-14 17:19:31.776,Sadness
2024-12-14 17:19:32.776,Sadness
2024-12-14 17:19:33.776,Sadness
2024-12-14 17:19:34.776,Sadness
2024-12-14 17:19:35.776,Sadness
2024-12-14 17:19:36.776,Sadness
2024-12-14 17:19:37.776,Sadness
2024-12-14 17:19:38.776,Sadness
2024-12-14 17:19:39.776,Sadness
2024-12-14 17:19:40.776,Sadness
2024-12-14 17:19:41.776,Sadness
2024-12-14 17:19:42.776,Sadness
2024-12-14 17:19:43.776,Sadness
