timestamp,emo
2024-12-14 18:00:01.695,Sadness
2024-12-14 18:00:02.692,Sadness
2024-12-14 18:00:03.692,Sadness
2024-12-14 18:00:04.693,Sadness
2024-12-14 18:00:05.693,Sadness
2024-12-14 18:00:06.693,Sadness
2024-12-14 18:00:07.692,Sadness
2024-12-14 18:00:08.692,Sadness
2024-12-14 18:00:09.693,Sadness
2024-12-14 18:00:10.694,Sadness
2024-12-14 18:00:11.693,Sadness
2024-12-14 18:00:12.693,Sadness
2024-12-14 18:00:13.695,Sadness
2024-12-14 18:00:14.693,Sadness
2024-12-14 18:00:15.693,Sadness
2024-12-14 18:00:16.696,Sadness
2024-12-14 18:00:17.693,Sadness
2024-12-14 18:00:18.693,Sadness
2024-12-14 18:00:19.692,Sadness
2024-12-14 18:00:20.693,Sadness
2024-12-14 18:00:21.694,Sadness
2024-12-14 18:00:22.694,Sadness
2024-12-14 18:00:23.696,Sadness
2024-12-14 18:00:24.694,Sadness
2024-12-14 18:00:25.694,Sadness
2024-12-14 18:00:26.693,Sadness
2024-12-14 18:00:27.694,Sadness
2024-12-14 18:00:28.694,Sadness
2024-12-14 18:00:29.694,Sadness
2024-12-14 18:00:30.693,Sadness
