timestamp,sound
2024-07-28 23:54:51.757,Deep_B.wav
2024-07-28 23:54:56.752,Nerves.wav
2024-07-28 23:55:01.745,Deep_B.wav
2024-07-28 23:55:06.749,Nerves.wav
2024-07-28 23:55:16.745,Deep_B.wav
2024-07-28 23:55:26.750,Deep_B.wav
2024-07-28 23:55:36.747,Nerves.wav
2024-07-28 23:55:41.747,Deep_B.wav
2024-07-28 23:55:46.752,Nerves.wav
2024-07-28 23:55:51.756,Deep_B.wav
2024-07-28 23:56:01.759,Nerves.wav
2024-07-28 23:56:06.763,Deep_B.wav
2024-07-28 23:56:11.762,Nerves.wav
2024-07-28 23:56:21.750,Nerves.wav
2024-07-28 23:56:26.747,Deep_B.wav
2024-07-28 23:56:36.750,Deep_B.wav
2024-07-28 23:56:41.751,Nerves.wav
2024-07-28 23:56:46.751,Deep_B.wav
2024-07-28 23:56:51.755,Nerves.wav
2024-07-28 23:57:01.750,Deep_B.wav
2024-07-28 23:57:11.743,Nerves.wav
2024-07-28 23:57:16.751,Deep_B.wav
2024-07-28 23:57:26.756,Nerves.wav
2024-07-28 23:57:36.752,Nerves.wav
2024-07-28 23:57:46.752,Deep_B.wav
2024-07-28 23:57:51.745,Nerves.wav
2024-07-28 23:57:56.747,Deep_B.wav
2024-07-28 23:58:06.743,Nerves.wav
2024-07-28 23:58:16.754,Nerves.wav
2024-07-28 23:58:26.753,Nerves.wav
2024-07-28 23:58:36.752,Nerves.wav
2024-07-28 23:58:46.750,Deep_B.wav
2024-07-28 23:58:51.746,Nerves.wav
2024-07-28 23:58:56.748,Deep_B.wav
2024-07-28 23:59:06.746,Nerves.wav
2024-07-28 23:59:16.756,Nerves.wav
2024-07-28 23:59:26.752,Deep_B.wav
2024-07-28 23:59:36.750,Nerves.wav
2024-07-28 23:59:46.748,Deep_B.wav
2024-07-28 23:59:56.745,Deep_B.wav
2024-07-29 00:00:06.750,Nerves.wav
2024-07-29 00:00:16.746,Nerves.wav
2024-07-29 00:00:26.752,Deep_B.wav
2024-07-29 00:00:36.749,Nerves.wav
2024-07-29 00:00:46.756,Nerves.wav
2024-07-29 00:00:51.753,Deep_B.wav
2024-07-29 00:00:56.750,Nerves.wav
2024-07-29 00:01:01.749,Deep_B.wav
2024-07-29 00:01:06.749,Nerves.wav
2024-07-29 00:01:11.750,Deep_B.wav
2024-07-29 00:01:16.751,Nerves.wav
2024-07-29 00:01:26.751,Deep_B.wav
2024-07-29 00:01:36.750,Nerves.wav
2024-07-29 00:01:46.758,Nerves.wav
2024-07-29 00:01:56.754,Nerves.wav
2024-07-29 00:02:01.749,Deep_B.wav
2024-07-29 00:02:06.759,Nerves.wav
2024-07-29 00:02:16.749,Deep_B.wav
2024-07-29 00:02:26.751,Nerves.wav
2024-07-29 00:02:36.747,Nerves.wav
2024-07-29 00:02:46.753,Nerves.wav
2024-07-29 00:02:56.753,Nerves.wav
2024-07-29 00:03:06.746,Deep_B.wav
2024-07-29 00:03:16.746,Nerves.wav
2024-07-29 00:03:26.754,Nerves.wav
2024-07-29 00:03:36.751,Deep_B.wav
2024-07-29 00:03:41.752,Nerves.wav
2024-07-29 00:03:51.758,Nerves.wav
2024-07-29 00:03:56.753,Deep_B.wav
2024-07-29 00:04:01.750,Nerves.wav
2024-07-29 00:04:11.748,Nerves.wav
2024-07-29 00:04:16.747,Deep_B.wav
2024-07-29 00:04:21.751,Nerves.wav
2024-07-29 00:04:31.746,Nerves.wav
2024-07-29 00:04:41.747,Nerves.wav
2024-07-29 00:04:51.746,Nerves.wav
2024-07-29 00:04:56.747,Deep_B.wav
2024-07-29 00:05:01.753,Nerves.wav
2024-07-29 00:05:06.750,Deep_B.wav
2024-07-29 00:05:11.750,Nerves.wav
2024-07-29 00:05:16.752,Deep_B.wav
2024-07-29 00:05:21.747,Nerves.wav
2024-07-29 00:05:31.746,Deep_B.wav
2024-07-29 00:05:41.751,Deep_B.wav
2024-07-29 00:05:46.751,Nerves.wav
2024-07-29 00:05:51.751,Deep_B.wav
2024-07-29 00:06:01.758,Nerves.wav
2024-07-29 00:06:11.757,Nerves.wav
2024-07-29 00:06:21.753,Nerves.wav
2024-07-29 00:06:31.760,Nerves.wav
2024-07-29 00:06:36.746,Deep_B.wav
2024-07-29 00:06:41.751,Nerves.wav
2024-07-29 00:06:46.750,Deep_B.wav
2024-07-29 00:06:51.746,Nerves.wav
2024-07-29 00:07:01.751,Nerves.wav
2024-07-29 00:07:06.755,Deep_B.wav
2024-07-29 00:07:11.753,Nerves.wav
2024-07-29 00:07:21.750,Nerves.wav
2024-07-29 00:07:31.747,Nerves.wav
2024-07-29 00:07:41.746,Nerves.wav
2024-07-29 00:07:51.754,Nerves.wav
2024-07-29 00:08:01.751,Nerves.wav
2024-07-29 00:08:06.749,Deep_B.wav
2024-07-29 00:08:16.753,Nerves.wav
2024-07-29 00:08:21.750,Deep_B.wav
2024-07-29 00:08:31.747,Nerves.wav
2024-07-29 00:08:41.752,Nerves.wav
2024-07-29 00:08:51.746,Nerves.wav
2024-07-29 00:09:01.746,Deep_B.wav
2024-07-29 00:09:06.750,Nerves.wav
2024-07-29 00:09:16.751,Deep_B.wav
2024-07-29 00:09:21.749,Nerves.wav
2024-07-29 00:09:26.749,Deep_B.wav
2024-07-29 00:09:36.753,Nerves.wav
2024-07-29 00:09:46.759,Nerves.wav
2024-07-29 00:09:56.748,Nerves.wav
2024-07-29 00:10:06.747,Deep_B.wav
2024-07-29 00:10:16.753,Nerves.wav
2024-07-29 00:10:26.754,Nerves.wav
2024-07-29 00:10:31.751,Deep_B.wav
2024-07-29 00:10:41.754,Nerves.wav
2024-07-29 00:10:51.749,Nerves.wav
