timestamp,threshold_b_a,threshold_pnn,beta_l_alpha_l,poorsignal,delta,theta,alpha_l,alpha_h,beta_l,beta_h,gamma_l,gamma_m,bpm,ibi,sdnn,cvnn,rmssd,pnn10,pnn20,pnn30,pnn40,pnn50
2024-07-19 19:53:32.234,0.6907022116738551,0.19333333807686964,0.7440551636175217,200,622887,80781,125445,118007,93338,113494,60697,169050,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-19 19:53:33.163,0.6907022116738551,0.19333333807686964,0.40664005623336846,200,472083,516486,398340,64693,161981,73286,85219,73635,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-19 19:53:34.179,0.6907022116738551,0.19333333807686964,0.9992808810234776,200,527302,788564,146012,103928,145907,79097,122274,60427,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-19 19:53:34.528,0.6907022116738551,0.19333333807686964,0.9992808810234776,200,527302,788564,146012,103928,145907,79097,122274,60427,0,0,0,0,59.48271560668945,0.8666666746139526,0.7333333492279053,0.6666666865348816,0.5333333611488342,0.4000000059604645
2024-07-19 19:53:35.118,0.6907022116738551,0.19333333807686964,0.9992808810234776,200,527302,788564,146012,103928,145907,79097,122274,60427,0,0,0,0,57.673160552978516,0.8666666746139526,0.7333333492279053,0.6333333253860474,0.5,0.36666667461395264
2024-07-19 19:53:35.165,0.6907022116738551,0.19333333807686964,1.0970954818606722,200,526937,269799,197692,109854,216887,167537,92598,86710,0,0,0,0,57.673160552978516,0.8666666746139526,0.7333333492279053,0.6333333253860474,0.5,0.36666667461395264
2024-07-19 19:53:35.754,0.6907022116738551,0.19333333807686964,1.0970954818606722,200,526937,269799,197692,109854,216887,167537,92598,86710,0,0,0,0,57.798316955566406,0.8666666746139526,0.7333333492279053,0.6333333253860474,0.5,0.36666667461395264
2024-07-19 19:53:36.163,0.6907022116738551,0.19333333807686964,0.24315357363774392,200,296450,276508,337877,140496,82156,186629,136661,184945,0,0,0,0,57.798316955566406,0.8666666746139526,0.7333333492279053,0.6333333253860474,0.5,0.36666667461395264
2024-07-19 19:53:36.497,0.6907022116738551,0.19333333807686964,0.24315357363774392,200,296450,276508,337877,140496,82156,186629,136661,184945,0,0,0,0,58.848079681396484,0.8666666746139526,0.7333333492279053,0.6333333253860474,0.5,0.36666667461395264
2024-07-19 19:53:37.167,0.6907022116738551,0.19333333807686964,0.8079878070519448,200,588485,580540,112196,341586,90653,67822,86404,208251,0,0,0,0,58.848079681396484,0.8666666746139526,0.7333333492279053,0.6333333253860474,0.5,0.36666667461395264
2024-07-19 19:53:37.202,0.6907022116738551,0.19333333807686964,0.8079878070519448,200,588485,580540,112196,341586,90653,67822,86404,208251,0,0,0,0,58.77897262573242,0.8666666746139526,0.699999988079071,0.6333333253860474,0.5,0.36666667461395264
2024-07-19 19:53:37.887,0.6907022116738551,0.19333333807686964,0.8079878070519448,200,588485,580540,112196,341586,90653,67822,86404,208251,0,0,0,0,58.58547592163086,0.8666666746139526,0.6666666865348816,0.6333333253860474,0.5,0.36666667461395264
2024-07-19 19:53:38.168,0.6907022116738551,0.19333333807686964,0.7109203624225083,200,872944,220039,188730,203367,134172,112302,67073,187234,0,0,0,0,58.58547592163086,0.8666666746139526,0.6666666865348816,0.6333333253860474,0.5,0.36666667461395264
2024-07-19 19:53:38.689,0.6907022116738551,0.19333333807686964,0.7109203624225083,200,872944,220039,188730,203367,134172,112302,67073,187234,0,0,0,0,60.77457046508789,0.8666666746139526,0.6666666865348816,0.6333333253860474,0.5,0.4000000059604645
2024-07-19 19:53:39.167,0.6907022116738551,0.19333333807686964,1.1781840718933994,200,898869,146610,222663,216906,262338,98768,56700,166932,0,0,0,0,60.77457046508789,0.8666666746139526,0.6666666865348816,0.6333333253860474,0.5,0.4000000059604645
2024-07-19 19:53:39.550,0.6907022116738551,0.19333333807686964,1.1781840718933994,200,898869,146610,222663,216906,262338,98768,56700,166932,0,0,0,0,59.147708892822266,0.8666666746139526,0.6666666865348816,0.6333333253860474,0.5,0.4000000059604645
2024-07-19 19:53:40.160,0.6907022116738551,0.19333333807686964,1.1225700601581015,200,285267,387646,60341,594039,67737,138544,74099,35503,0,0,0,0,59.147708892822266,0.8666666746139526,0.6666666865348816,0.6333333253860474,0.5,0.4000000059604645
2024-07-19 19:53:40.338,0.6907022116738551,0.19333333807686964,1.1225700601581015,200,285267,387646,60341,594039,67737,138544,74099,35503,0,0,0,0,60.800045013427734,0.8666666746139526,0.699999988079071,0.6666666865348816,0.5333333611488342,0.4333333373069763
2024-07-19 19:53:41.159,0.6907022116738551,0.19333333807686964,0.48676445793289497,200,505253,206339,237240,292989,115480,100140,202030,88527,0,0,0,0,60.800045013427734,0.8666666746139526,0.699999988079071,0.6666666865348816,0.5333333611488342,0.4333333373069763
2024-07-19 19:53:41.288,0.6907022116738551,0.19333333807686964,0.48676445793289497,200,505253,206339,237240,292989,115480,100140,202030,88527,0,0,0,0,66.4335708618164,0.8666666746139526,0.699999988079071,0.6666666865348816,0.5333333611488342,0.46666666865348816
2024-07-19 19:53:42.186,0.6907022116738551,0.19333333807686964,0.6491109450434741,200,259995,322056,84303,169799,54722,160064,48677,302417,0,0,0,0,66.4335708618164,0.8666666746139526,0.699999988079071,0.6666666865348816,0.5333333611488342,0.46666666865348816
2024-07-19 19:53:42.190,0.6907022116738551,0.19333333807686964,0.6491109450434741,200,259995,322056,84303,169799,54722,160064,48677,302417,0,0,0,0,67.05606842041016,0.8666666746139526,0.699999988079071,0.6666666865348816,0.5666666626930237,0.5
2024-07-19 19:53:42.882,0.6907022116738551,0.19333333807686964,0.6491109450434741,200,259995,322056,84303,169799,54722,160064,48677,302417,0,0,0,0,74.96407318115234,0.8666666746139526,0.699999988079071,0.6666666865348816,0.5666666626930237,0.5
2024-07-19 19:53:43.187,0.6907022116738551,0.19333333807686964,0.9160433807030666,200,494124,571953,181832,253174,166566,53259,68814,132445,0,0,0,0,74.96407318115234,0.8666666746139526,0.699999988079071,0.6666666865348816,0.5666666626930237,0.5
2024-07-19 19:53:43.595,0.6907022116738551,0.19333333807686964,0.9160433807030666,200,494124,571953,181832,253174,166566,53259,68814,132445,0,0,0,0,71.10555267333984,0.8666666746139526,0.699999988079071,0.6666666865348816,0.5333333611488342,0.46666666865348816
