timestamp,stimu,emo,beta_l_alpha_l,pnn10,pnn20,pnn30,pnn40,pnn50,threshold_b_a,threshold_pnn
2024-07-19 20:36:28.134,Rest2,Sadness,0.5175483693525013,0.0,0.0,0.0,0.0,0.0,0.6907022116738551,0.19333333807686964
2024-07-19 20:36:29.134,Rest2,Anger,3.0500725221595486,0.0,0.0,0.0,0.0,0.0,0.6907022116738551,0.19333333807686964
2024-07-19 20:36:30.134,Rest2,Sadness,0.5078222541712383,0.0,0.0,0.0,0.0,0.0,0.6907022116738551,0.19333333807686964
2024-07-19 20:36:31.134,Rest2,Relax,0.6097273761244443,0.9333333373069763,0.8333333134651184,0.7666666507720947,0.7333333492279053,0.699999988079071,0.6907022116738551,0.19333333807686964
2024-07-19 20:36:32.134,Rest2,Happy,0.8255888237565376,0.9333333373069763,0.8333333134651184,0.800000011920929,0.7666666507720947,0.7333333492279053,0.6907022116738551,0.19333333807686964
2024-07-19 20:36:33.135,Rest2,Happy,3.0576469418559458,0.9666666388511658,0.8666666746139526,0.8333333134651184,0.800000011920929,0.7666666507720947,0.6907022116738551,0.19333333807686964
2024-07-19 20:36:34.134,Rest2,Relax,0.5797737454226995,0.9666666388511658,0.8666666746139526,0.8333333134651184,0.8333333134651184,0.800000011920929,0.6907022116738551,0.19333333807686964
2024-07-19 20:36:35.135,Rest2,Happy,2.4420784669339772,0.9666666388511658,0.8666666746139526,0.8666666746139526,0.8666666746139526,0.8333333134651184,0.6907022116738551,0.19333333807686964
2024-07-19 20:36:36.134,Rest2,Happy,9.049929932008096,0.9666666388511658,0.8666666746139526,0.8666666746139526,0.8666666746139526,0.8333333134651184,0.6907022116738551,0.19333333807686964
2024-07-19 20:36:37.135,Rest1,Relax,0.4869341756911585,0.9666666388511658,0.8666666746139526,0.8666666746139526,0.8666666746139526,0.8333333134651184,0.6907022116738551,0.19333333807686964
2024-07-19 20:36:38.135,Rest1,Relax,0.16281510678054495,0.9666666388511658,0.8999999761581421,0.8999999761581421,0.8999999761581421,0.8666666746139526,0.6907022116738551,0.19333333807686964
2024-07-19 20:36:39.134,Rest1,Happy,2.7242798353909463,0.9666666388511658,0.9333333373069763,0.9333333373069763,0.9333333373069763,0.8999999761581421,0.6907022116738551,0.19333333807686964
2024-07-19 20:36:40.135,Rest1,Happy,1.3798590889653628,0.9666666388511658,0.9333333373069763,0.9333333373069763,0.9333333373069763,0.8999999761581421,0.6907022116738551,0.19333333807686964
2024-07-19 20:36:41.135,Rest1,Happy,3.9100938849282056,0.9666666388511658,0.9333333373069763,0.9333333373069763,0.9333333373069763,0.8999999761581421,0.6907022116738551,0.19333333807686964
2024-07-19 20:36:42.134,Rest1,Happy,0.7079473592332512,0.9666666388511658,0.9333333373069763,0.9333333373069763,0.9333333373069763,0.8999999761581421,0.6907022116738551,0.19333333807686964
2024-07-19 20:36:43.135,Rest1,Relax,0.6326183852816589,0.9666666388511658,0.9333333373069763,0.9333333373069763,0.9333333373069763,0.8999999761581421,0.6907022116738551,0.19333333807686964
2024-07-19 20:36:44.135,Rest1,Happy,1.2268276062238936,0.9666666388511658,0.9333333373069763,0.9333333373069763,0.9333333373069763,0.8999999761581421,0.6907022116738551,0.19333333807686964
2024-07-19 20:36:45.135,Rest1,Happy,0.7490084795405875,0.9666666388511658,0.9333333373069763,0.9333333373069763,0.9333333373069763,0.8999999761581421,0.6907022116738551,0.19333333807686964
2024-07-19 20:36:46.135,Rest1,Happy,0.8564389697648376,0.9666666388511658,0.9333333373069763,0.9333333373069763,0.9333333373069763,0.8999999761581421,0.6907022116738551,0.19333333807686964
2024-07-19 20:36:47.135,Rest1,Relax,0.27495481457165794,0.9666666388511658,0.9333333373069763,0.9333333373069763,0.9333333373069763,0.8999999761581421,0.6907022116738551,0.19333333807686964
2024-07-19 20:36:48.135,Rest1,Happy,1.6648942419403265,0.9666666388511658,0.9333333373069763,0.9333333373069763,0.9333333373069763,0.8999999761581421,0.6907022116738551,0.19333333807686964
2024-07-19 20:36:49.134,Rest1,Relax,0.3414451382694023,0.9666666388511658,0.9333333373069763,0.9333333373069763,0.9333333373069763,0.8666666746139526,0.6907022116738551,0.19333333807686964
2024-07-19 20:36:50.135,Rest1,Relax,0.36595472248403904,0.9666666388511658,0.9333333373069763,0.9333333373069763,0.9333333373069763,0.8666666746139526,0.6907022116738551,0.19333333807686964
2024-07-19 20:36:51.135,Rest1,Relax,0.2873991711685044,0.9666666388511658,0.9333333373069763,0.9333333373069763,0.9333333373069763,0.8666666746139526,0.6907022116738551,0.19333333807686964
2024-07-19 20:36:52.134,Rest1,Relax,0.4965908634605346,0.9666666388511658,0.9333333373069763,0.9333333373069763,0.9333333373069763,0.8666666746139526,0.6907022116738551,0.19333333807686964
2024-07-19 20:36:53.135,Rest1,Happy,0.840997666940751,0.9666666388511658,0.9333333373069763,0.9333333373069763,0.9333333373069763,0.8666666746139526,0.6907022116738551,0.19333333807686964
2024-07-19 20:36:54.135,Rest1,Relax,0.3324206585469237,0.9666666388511658,0.9333333373069763,0.9333333373069763,0.9333333373069763,0.8666666746139526,0.6907022116738551,0.19333333807686964
2024-07-19 20:36:55.135,Rest1,Happy,1.614020714776454,0.9666666388511658,0.9333333373069763,0.9333333373069763,0.9333333373069763,0.8999999761581421,0.6907022116738551,0.19333333807686964
2024-07-19 20:36:56.134,Rest1,Happy,1.6255099889063087,1.0,0.9666666388511658,0.9666666388511658,0.9666666388511658,0.9333333373069763,0.6907022116738551,0.19333333807686964
