timestamp,beta_l_alpha_l,pnn50,emo,threshold_b_a,threshold_pnn
2024-07-14 22:05:19.330,0,0.0,Rest,-1.0,-1.0
2024-07-14 22:05:20.331,0,0.0,Rest,-1.0,-1.0
2024-07-14 22:05:21.330,0,0.0,Rest,-1.0,-1.0
2024-07-14 22:05:22.331,0,0.0,Rest,-1.0,-1.0
2024-07-14 22:05:23.330,0,0.0,Rest,-1.0,-1.0
2024-07-14 22:05:24.331,0,0.0,Rest,-1.0,-1.0
2024-07-14 22:05:25.330,0,0.0,Rest,-1.0,-1.0
2024-07-14 22:05:26.330,0,0.0,Rest,-1.0,-1.0
2024-07-14 22:05:27.330,0,0.0,Rest,-1.0,-1.0
2024-07-14 22:05:28.330,0,0.0,Rest,-1.0,-1.0
2024-07-14 22:05:29.330,0,0.0,Rest,-1.0,-1.0
2024-07-14 22:05:30.331,0,0.0,Rest,-1.0,-1.0
2024-07-14 22:05:31.330,0,0.0,Rest,-1.0,-1.0
2024-07-14 22:05:32.330,0,0.0,Rest,-1.0,-1.0
2024-07-14 22:05:33.330,0,0.0,Rest,-1.0,-1.0
2024-07-14 22:05:34.330,0,0.0,Rest,-1.0,-1.0
2024-07-14 22:05:35.331,0,0.0,Rest,-1.0,-1.0
2024-07-14 22:05:36.331,0,0.0,Rest,-1.0,-1.0
2024-07-14 22:05:37.331,0,0.0,Rest,-1.0,-1.0
2024-07-14 22:05:38.330,0,0.0,Rest,-1.0,-1.0
2024-07-14 22:05:39.331,0,0.0,Rest,-1.0,-1.0
2024-07-14 22:05:40.330,0,0.0,Rest,-1.0,-1.0
2024-07-14 22:05:41.331,0,0.0,Rest,-1.0,-1.0
2024-07-14 22:05:42.330,0,0.0,Rest,-1.0,-1.0
2024-07-14 22:05:43.330,0,0.0,Rest,-1.0,-1.0
2024-07-14 22:05:44.330,0,0.0,Rest,-1.0,-1.0
2024-07-14 22:05:45.331,0,0.0,Rest,-1.0,-1.0
2024-07-14 22:05:46.330,0,0.0,Rest,-1.0,-1.0
2024-07-14 22:05:47.330,0,0.0,Rest,-1.0,-1.0
2024-07-14 22:05:48.331,0,0.0,Rest,-1.0,-1.0
2024-07-14 22:05:49.330,0,0.0,Rest,-1.0,-1.0
2024-07-14 22:05:50.330,0,0.0,Rest,-1.0,-1.0
2024-07-14 22:05:51.330,0,0.0,Rest,-1.0,-1.0
2024-07-14 22:05:52.331,0,0.0,Rest,-1.0,-1.0
2024-07-14 22:05:53.331,0,0.0,Rest,-1.0,-1.0
2024-07-14 22:05:54.330,0,0.0,Rest,-1.0,-1.0
2024-07-14 22:05:55.331,0,0.0,Rest,-1.0,-1.0
2024-07-14 22:05:56.330,0,0.0,Rest,-1.0,-1.0
2024-07-14 22:05:57.330,0,0.0,Rest,-1.0,-1.0
2024-07-14 22:05:58.330,0,0.0,Rest,-1.0,-1.0
2024-07-14 22:05:59.331,0,0.0,Rest,-1.0,-1.0
2024-07-14 22:06:00.330,0,0.0,Rest,-1.0,-1.0
2024-07-14 22:06:01.330,0,0.0,Rest,-1.0,-1.0
2024-07-14 22:06:02.331,0,0.0,Rest,-1.0,-1.0
2024-07-14 22:06:03.330,0,0.0,Rest,-1.0,-1.0
2024-07-14 22:06:04.330,0,0.0,Rest,-1.0,-1.0
