timestamp,threshold_pnn,bpm,ibi,sdnn,cvnn,rmssd,pnn10,pnn20,pnn30,pnn40,pnn50
2024-09-08 20:12:39.467,0.236,159,376,66.43341827392578,5.4772233963012695,67.5315933227539,0.03333333507180214,0.03333333507180214,0.03333333507180214,0.03333333507180214,0.03333333507180214
2024-09-08 20:12:40.357,0.236,141,870,165.41192626953125,4.115385055541992,179.6893310546875,0.06666667014360428,0.06666667014360428,0.06666667014360428,0.06666667014360428,0.06666667014360428
2024-09-08 20:12:50.936,0.236,238,252,169.3814697265625,3.5052239894866943,149.13340759277344,0.10000000149011612,0.10000000149011612,0.10000000149011612,0.10000000149011612,0.10000000149011612
2024-09-08 20:12:51.212,0.236,237,268,173.48410034179688,3.0453040599823,150.0580596923828,0.13333334028720856,0.10000000149011612,0.10000000149011612,0.10000000149011612,0.10000000149011612
2024-09-08 20:12:51.485,0.236,237,252,176.5020294189453,2.711379051208496,149.18878173828125,0.1666666716337204,0.10000000149011612,0.10000000149011612,0.10000000149011612,0.10000000149011612
2024-09-08 20:12:52.005,0.236,215,500,191.98297119140625,2.3635711669921875,173.94622802734375,0.20000000298023224,0.13333334028720856,0.13333334028720856,0.13333334028720856,0.13333334028720856
2024-09-08 20:12:52.314,0.236,212,304,195.31869506835938,2.1455986499786377,162.52127075195312,0.23333333432674408,0.1666666716337204,0.1666666716337204,0.1666666716337204,0.1666666716337204
2024-09-08 20:12:52.786,0.236,198,438,203.8770751953125,1.9387083053588867,173.78073120117188,0.2666666805744171,0.20000000298023224,0.20000000298023224,0.20000000298023224,0.20000000298023224
2024-09-08 20:12:53.054,0.236,198,262,204.77108764648438,1.8023576736450195,164.9993133544922,0.30000001192092896,0.23333333432674408,0.23333333432674408,0.23333333432674408,0.23333333432674408
2024-09-08 20:12:53.446,0.236,189,386,209.1725311279297,1.6592499017715454,174.1056365966797,0.3333333432674408,0.2666666805744171,0.2666666805744171,0.2666666805744171,0.2666666805744171
2024-09-08 20:12:53.703,0.236,189,252,209.01199340820312,1.5575413703918457,167.7324981689453,0.36666667461395264,0.30000001192092896,0.30000001192092896,0.30000001192092896,0.30000001192092896
2024-09-08 20:12:54.343,0.236,169,634,225.2667999267578,1.4566689729690552,209.1870574951172,0.4000000059604645,0.3333333432674408,0.3333333432674408,0.3333333432674408,0.3333333432674408
