timestamp,threshold_b_a,beta_l_alpha_l,poorsignal,delta,theta,alpha_l,alpha_h,beta_l,beta_h,gamma_l,gamma_m
2023-11-22 06:03:45.400,1.0,0.33852073912660124,200,249320,757013,317564,293255,0,80478,67210,58944
2023-11-22 06:03:45.421,1.0,0.18673389288086467,200,119219,971938,231854,152829,0,100713,55364,68231
2023-11-22 06:03:45.447,1.0,0.20990276285117865,200,328342,388276,468031,142224,0,127160,84760,59777
2023-11-22 06:03:45.496,1.0,0.2560089825828149,200,192880,617729,744552,213630,0,130599,77093,111705
2023-11-22 06:03:45.525,1.0,16.78852560148057,200,241753,1540511,32420,805869,0,253879,479750,173655
2023-11-22 06:03:46.792,1.0,1.5684558412548177,200,1066855,2038655,513477,221197,0,514225,424341,925183
2023-11-22 06:03:47.799,1.0,0.24880867363500617,200,476990,570969,231045,18762,0,182320,96805,78636
2023-11-22 06:03:48.804,1.0,0.652684071575242,200,260352,258253,248857,266043,0,129125,258402,66451
2023-11-22 06:03:50.958,1.0,1.6669760901433304,200,428457,984346,217609,103698,0,124998,71333,60530
2023-11-22 06:03:51.933,1.0,1.3734427865350733,200,297313,72709,128274,214094,0,93630,50079,82385
2023-11-22 06:03:53.800,1.0,2.3462902035124813,200,64838,746876,109723,146697,0,110485,71539,57021
2023-11-22 06:03:55.975,1.0,0.7894334080544175,200,195623,699202,258740,152583,0,153473,190421,53468
2023-11-22 06:03:56.791,1.0,8.837191903237873,200,255108,337530,24059,141130,0,178323,63588,82964
2023-11-22 06:03:57.798,1.0,1.8705591167595979,200,294251,643534,287668,321393,0,85805,63708,51538
2023-11-22 06:03:58.847,1.0,0.6100009503930051,200,354634,457728,284093,49596,0,121051,64540,37885
2023-11-22 06:03:59.843,1.0,0.3515957000750198,200,375918,107775,441217,203263,0,107778,68442,61376
2023-11-22 06:04:00.785,1.0,2.3544829413049158,200,322851,612008,279359,117619,0,79540,65331,69926
2023-11-22 06:04:02.793,1.0,0.3735323686939693,200,151425,611720,504299,116991,0,146929,72712,143875
2023-11-22 06:04:03.807,1.0,1.444817589624808,200,354519,725456,202483,102808,0,92509,75839,50688
2023-11-22 06:04:04.837,1.0,0.8294386194148766,200,804922,1677288,502048,744544,0,432330,748702,233651
2023-11-22 06:04:05.789,1.0,1.2471719260945426,200,203905,650653,86543,408005,0,155487,51977,94218
2023-11-22 06:04:06.834,1.0,0.5381791450402085,200,443262,353428,224455,74934,0,93736,22728,70403
2023-11-22 06:04:07.807,1.0,1.2072190242521468,200,84246,298151,105970,59206,0,90590,74183,159150
2023-11-22 06:04:08.801,1.0,0.2925523697005498,200,295315,192953,330105,171130,0,82296,40606,24391
2023-11-22 06:04:09.796,1.0,0.16651105695315516,200,148328,590766,500183,331728,0,92114,95635,83043
2023-11-22 06:04:10.841,1.0,1.178538675458822,200,358663,857344,269331,110814,0,97675,98056,126855
