timestamp,threshold_b_a,beta_l_alpha_l,poorsignal,delta,theta,alpha_l,alpha_h,beta_l,beta_h,gamma_l,gamma_m
2023-11-22 06:05:48.668,1.0,0.8307717541269887,200,551074,230087,103647,233037,0,22144,18370,4239
2023-11-22 06:05:48.677,1.0,0.7467282321899736,200,84656,89530,37900,24635,0,3573,2178,1119
2023-11-22 06:05:48.685,1.0,0.5322335338366468,200,369078,1070040,72983,50664,0,72538,17513,14439
2023-11-22 06:05:49.773,1.0,0.47463777643377425,200,194379,1300659,152116,185650,0,20757,10865,7660
2023-11-22 06:05:51.446,1.0,1.2668977118420786,200,364971,534205,49341,102779,0,16519,25708,9640
2023-11-22 06:05:53.465,1.0,0.07127066662515179,200,93488,52659,128468,44024,0,5423,3776,1591
2023-11-22 06:05:54.449,1.0,0.2279211274073649,200,215929,206150,243887,141673,0,50062,7260,6833
2023-11-22 06:05:55.447,1.0,0.11392389238923892,200,156440,85551,479952,195602,0,30571,11551,3375
2023-11-22 06:05:56.439,1.0,0.06749507786986714,200,72144,223420,84821,18900,0,7281,1925,5354
2023-11-22 06:05:57.490,1.0,0.9405715099106793,200,94541,716565,28101,18632,0,8615,7374,1614
2023-11-22 06:05:59.471,1.0,0.6614888091466503,200,419352,1070746,185598,149409,0,40295,10515,6270
2023-11-22 06:06:00.472,1.0,0.3725920817905167,200,301820,969290,266828,79689,0,55165,20623,12438
2023-11-22 06:06:01.434,1.0,0.38983170364798797,200,211675,1587373,297808,89207,0,11940,24881,23086
2023-11-22 06:06:02.469,1.0,1.8933695616156931,200,338213,1051007,60358,233137,0,61265,12940,4578
2023-11-22 06:06:03.433,1.0,0.3584589349823657,200,539956,1326755,126458,111243,0,24430,8019,9375
2023-11-22 06:06:07.436,1.0,0.28628016162830794,200,289256,675081,226198,152616,0,59035,21851,10169
2023-11-22 06:06:09.445,1.0,0.31997952415926645,200,571620,1274432,44931,122854,0,19239,12896,9760
2023-11-22 06:06:10.436,1.0,0.5751020922856062,200,338973,1002194,103093,265235,0,35312,14539,15558
2023-11-22 06:06:11.471,1.0,0.8631032055286197,200,1032579,763953,100857,52126,0,79485,38200,11422
2023-11-22 06:06:12.435,1.0,1.0828407891911072,200,636237,1169732,107097,57632,0,36582,11288,10015
2023-11-22 06:06:13.459,1.0,0.17393579250289642,200,157702,306952,26757,42940,0,10125,1766,2214
2023-11-22 06:06:14.439,1.0,0.08291491382819921,200,160788,120857,95797,23820,0,9106,6959,1273
2023-11-22 06:06:15.476,1.0,0.3592427798827452,200,371420,1347246,281609,176348,0,66515,12685,11978
2023-11-22 06:06:17.473,1.0,0.31755616001500725,200,36094,152415,85292,19788,0,10494,4243,3372
2023-11-22 06:06:18.434,1.0,0.6401894865525672,200,566889,636066,130880,30502,0,30632,13963,25483
2023-11-22 06:06:22.493,1.0,0.15407317390738248,200,121425,117695,23041,31983,0,16865,2654,2708
2023-11-22 06:06:23.527,1.0,0.5300718986571309,200,1064763,1095352,131435,77324,0,33454,9090,15193
2023-11-22 06:06:24.458,1.0,0.3212020298128766,200,102258,531434,176568,221785,0,81354,7844,8487
2023-11-22 06:06:25.452,1.0,1.325927797833935,200,278386,569347,138500,138335,0,56115,12608,14433
2023-11-22 06:06:26.445,1.0,0.7285277021145152,200,474438,155725,178055,245873,0,38099,17271,28050
2023-11-22 06:06:27.445,1.0,0.1633917607509168,200,669252,690736,478029,208489,0,56335,12591,12787
2023-11-22 06:06:28.489,1.0,0.7738490745135264,200,170128,427262,29498,34964,0,22621,5269,4709
2023-11-22 06:06:29.516,1.0,0.10789028345790438,200,18107,223463,141820,21177,0,10201,5072,5550
2023-11-22 06:06:31.532,1.0,0.17911965970038837,200,82292,104332,64884,62622,0,6085,3472,3266
2023-11-22 06:06:32.454,1.0,3.228936742934051,200,123174,281027,14860,22629,0,8880,4085,1071
2023-11-22 06:06:33.466,1.0,1.357545082791446,200,28426,1360482,29834,35821,0,10226,2390,6278
2023-11-22 06:06:34.450,1.0,2.4388322520852643,200,302950,705509,69056,50349,0,44447,23076,14025
2023-11-22 06:06:35.656,1.0,1.1339849458215006,200,519542,1848120,72538,164972,0,38881,17509,12662
2023-11-22 06:06:36.465,1.0,0.3332726072006012,200,170377,279562,43913,52181,0,11923,2884,3965
2023-11-22 06:06:37.506,1.0,0.1684184121409758,200,172179,389882,239190,105745,0,31709,16557,10437
2023-11-22 06:06:40.482,1.0,0.6860726815383597,200,125591,58568,30214,71337,0,6559,2404,988
2023-11-22 06:06:41.670,1.0,1.5131972009657486,200,71174,77526,24437,36282,0,9503,5890,3236
2023-11-22 06:06:42.521,1.0,0.5661586519495366,200,166742,2526570,124209,85486,0,60635,9855,18856
2023-11-22 06:06:43.476,1.0,1.0568537178596247,200,137962,256595,23024,15029,0,4799,4642,2481
2023-11-22 06:06:47.463,1.0,0.3254558927765964,200,43634,530485,62076,28120,0,9702,2254,2928
2023-11-22 06:06:48.529,1.0,4.346177370030581,200,71092,24157,1635,4851,0,1242,1020,737
2023-11-22 06:06:49.438,1.0,0.754574214800561,200,126310,225452,30661,12711,0,7882,4713,2727
2023-11-22 06:06:50.508,1.0,1.5250742421695522,200,753521,236540,17847,382234,0,51655,14209,5872
2023-11-22 06:06:52.460,1.0,0.341571480195453,200,83118,239488,63647,18212,0,11190,1699,2003
2023-11-22 06:06:53.468,1.0,0.8798244791178096,200,180418,1334406,95943,108667,0,43853,12217,8865
