timestamp,threshold_b_a,beta_l_alpha_l,poorsignal,delta,theta,alpha_l,alpha_h,beta_l,beta_h,gamma_l,gamma_m
2023-11-22 06:15:26.896,1.0,0,0,0,0,0,0,0,0,0,0
2023-11-22 06:15:26.908,1.0,2.1897638974393105,54,805364,826196,60101,128181,0,17532,8285,7344
2023-11-22 06:15:26.947,1.0,0.27240173777179194,55,119914,1006457,282891,191431,0,76713,48001,117756
2023-11-22 06:15:26.998,1.0,4.373190731443971,55,1563447,1010290,235247,101893,0,174927,18677,60965
2023-11-22 06:15:28.005,1.0,3.716629987560999,55,800193,1946131,62706,397493,0,324153,364501,198583
2023-11-22 06:15:28.980,1.0,0.2506277055077348,200,295893,423961,360838,32573,0,97464,48095,50570
2023-11-22 06:15:29.980,1.0,0.6902104946683274,200,1522823,1312433,512222,593612,0,632641,270208,366487
2023-11-22 06:15:31.013,1.0,0.33988205028637997,200,397295,346697,164816,94008,0,70603,58582,38802
2023-11-22 06:15:31.979,1.0,0.6211406724662928,200,539322,715550,280133,85065,0,108282,60040,130354
2023-11-22 06:15:32.998,1.0,2.506603635037753,200,630099,2042453,394934,313205,0,304940,502521,151267
2023-11-22 06:15:34.001,1.0,2.506603635037753,200,1,1,0,0,0,1,0,0
2023-11-22 06:15:35.039,1.0,2.506603635037753,200,0,2,0,0,0,0,0,0
2023-11-22 06:15:35.997,1.0,3.4844022959820315,200,84744,90376,4007,12899,0,20083,1637,7187
2023-11-22 06:15:36.988,1.0,0.44707924857834935,200,147026,801051,384764,170605,0,107281,84159,60978
2023-11-22 06:15:37.976,1.0,1.0035058679295268,200,342301,624703,517133,398283,0,110872,42331,79357
2023-11-22 06:15:38.973,1.0,1.2138660130868386,200,267144,245593,218693,154178,0,163586,74628,53634
2023-11-22 06:15:39.976,1.0,0.22802724152309037,200,332003,247881,568397,119630,0,247785,70046,26086
2023-11-22 06:15:40.976,1.0,0.28080659385539924,200,607136,165783,445627,139873,0,134996,169499,37799
2023-11-22 06:15:42.000,1.0,1.0361890395830247,200,392856,1085428,74249,193315,0,77772,32478,60313
2023-11-22 06:15:43.028,1.0,5.477026920344201,200,236595,487543,101336,134782,0,96543,109824,94908
2023-11-22 06:15:43.996,1.0,2.496984374276944,200,668772,162164,64829,94513,0,144847,122088,45363
2023-11-22 06:15:45.995,1.0,3.974034181947659,200,50221,667899,112340,180015,0,134781,90888,50959
2023-11-22 06:15:47.012,1.0,1.4383790807211305,200,315993,1010878,61570,46408,0,120452,72060,111562
2023-11-22 06:15:48.151,1.0,5.428740857877051,200,233641,59226,5059,66340,0,23774,16142,18626
2023-11-22 06:15:49.024,1.0,0.3091830051550748,200,463654,732680,189328,136671,0,119248,45280,51468
2023-11-22 06:15:49.999,1.0,0.6986308385686971,200,927667,416502,117152,150515,0,47524,86427,55085
2023-11-22 06:15:50.973,1.0,0.4679935935168581,200,362786,218687,365255,387741,0,270516,86554,59098
2023-11-22 06:15:52.977,1.0,1.075113943094827,200,340857,440379,135594,54662,0,59044,107991,45390
2023-11-22 06:15:54.000,1.0,1.4008337115817042,200,122698,241012,191673,159280,0,93947,65274,57545
2023-11-22 06:15:55.009,1.0,0.8294319921401969,200,228783,234643,175068,101722,0,103648,57814,47844
2023-11-22 06:15:55.979,1.0,1.1133358888825453,200,252253,373419,122609,124755,0,79026,50807,50289
2023-11-22 06:15:57.026,1.0,2.637273030404074,200,945504,769929,98967,123092,0,61995,75255,109680
2023-11-22 06:15:57.976,1.0,1.8974687227233051,200,45689,15232,17185,69443,0,16912,12760,30123
2023-11-22 06:15:59.000,1.0,1.124898097034915,200,266005,1054033,171732,203029,0,122018,46246,82712
2023-11-22 06:15:59.994,1.0,1.2298416951662376,200,407872,666198,56726,56532,0,135331,45925,71582
2023-11-22 06:16:02.023,1.0,0.32036444988040036,200,472518,807327,258362,88216,0,91370,118375,94786
