timestamp,threshold_pnn,bpm,ibi,sdnn,cvnn,rmssd,pnn10,pnn20,pnn30,pnn40,pnn50
eta_l,beta_h,gamma_l,gamma_m
2023-11-22 06:11:44.468,1.0,0.7416149719080277,200,402354,707405,229069,127541,0,114134,108586,239778
2023-11-22 06:11:44.481,1.0,0.33553447513408013,200,333516,314006,300753,141108,0,145503,59920,118028
2023-11-22 06:11:44.493,1.0,1.5502792256142963,200,320488,564557,107440,149717,0,170479,190914,111904
2023-11-22 06:11:44.517,1.0,0.7241411723873636,200,365839,659495,414897,173689,0,123714,51635,106067
2023-11-22 06:11:44.542,1.0,0.41575135004541164,200,296681,291718,223511,22700,0,211101,48985,256309
2023-11-22 06:11:45.456,1.0,0.8449793246799195,200,335850,482464,90446,108531,0,213594,47085,104576
2023-11-22 06:11:46.429,1.0,2.2989987112124517,200,96031,38670,10087,59480,0,42972,50033,23378
2023-11-22 06:11:47.462,1.0,2.802341176470588,200,584394,317881,85000,129636,0,167245,121357,88716
2023-11-22 06:11:49.462,1.0,2.439464537341475,200,306290,82221,106450,301203,0,196762,122529,186549
2023-11-22 06:11:50.441,1.0,1.5896136846941722,200,614096,135532,245939,78773,0,123510,53199,181227
2023-11-22 06:11:51.442,1.0,0.6984323915197765,200,259383,363636,256314,468136,0,130197,72004,89554
2023-11-22 06:11:52.458,1.0,1.4578354843725703,200,300569,514932,321550,57320,0,108213,116761,48809
2023-11-22 06:11:53.429,1.0,2.416709991876523,200,83277,764826,123100,149836,0,158294,66792,96108
2023-11-22 06:11:58.454,1.0,0.40338376041988266,200,239642,1229455,485850,21441,0,61861,153745,177551
2023-11-22 06:11:59.485,1.0,0.4155630566997279,200,311388,284982,336245,111264,0,138573,66778,130488
2023-11-22 06:12:00.438,1.0,0.5647388323518545,200,453170,705140,219227,107757,0,115069,65811,483711
2023-11-22 06:12:03.473,1.0,0.49584847520640396,200,474719,969492,298565,96301,0,180003,138653,112852
